threshold,treat_all,treat_none,base_rate,logistic_age_grade,penalised_logistic,random_forest,hist_gboost,tf_compact,tf_medium,tf_regularised,setting
0.1,0.3158182813355227,0.0,0.3158182813355227,0.33579638752052543,0.3423645320197044,0.3404488232074439,0.3341543513957307,0.3338806787082649,0.33579638752052543,0.3366174055829228,internal_tcga_B_clinical_molecular_os_2y
0.2,0.23029556650246302,0.0,0.23029556650246302,0.30972906403940886,0.31342364532019706,0.31342364532019706,0.30295566502463056,0.3066502463054187,0.2974137931034483,0.3066502463054187,internal_tcga_B_clinical_molecular_os_2y
0.3,0.12033779028852915,0.0,0.12033779028852915,0.276917663617171,0.2913441238564391,0.29697396199859255,0.29064039408866993,0.2895847994370162,0.2663617171006334,0.2941590429275159,internal_tcga_B_clinical_molecular_os_2y
0.5,-0.23152709359605916,0.0,0.0,0.21428571428571427,0.25369458128078815,0.24137931034482757,0.24876847290640391,0.25369458128078815,0.24137931034482757,0.25123152709359603,internal_tcga_B_clinical_molecular_os_2y
0.7,-1.0525451559934318,0.0,0.0,0.12233169129720854,0.16091954022988508,0.15106732348111662,0.1658456486042693,0.16748768472906406,0.17733990147783257,0.16174055829228243,internal_tcga_B_clinical_molecular_os_2y
