Sample,EGFR,PDGFRA,PTEN,NF1,TP53,RB1,CDKN2A,CDKN2B,MDM2,MDM4,CDK4,CDK6,MET,PIK3CA,PIK3R1,PIK3CB,IDH1,IDH2,ATRX,CIC,FUBP1,NOTCH1,TERT,MGMT,OLIG2,GFAP,SOX2,NES,CD44,CHI3L1,VEGFA,MKI67,BCAN,DLL3,POSTN,SERPINE1,TIMP1,LGALS1,ANXA1,CASP8
900_00_53_32,11.0968,6.3721,7.2912,7.7408,8.8786,8.8376,6.7248,5.3676,6.6568,8.6687,11.0082,8.4317,6.8658,7.8603,10.4194,7.2766,9.4442,9.7848,8.3373,9.7851,8.8881,9.3249,6.8966,5.8795,9.9313,10.9383,11.2687,10.2186,9.0055,13.302,12.7733,8.124,8.062,7.0538,7.7363,9.0427,12.6669,13.2517,8.3894,7.3779
900_00_5308,11.0239,6.1724,7.0597,7.6274,8.8628,8.7439,6.6727,5.366,6.6332,8.3656,10.5066,7.0295,6.9564,7.657,9.9226,7.6453,9.0793,9.6945,8.0631,9.7659,8.4548,9.1403,6.7533,5.6402,9.2669,11.8795,10.402,9.6564,8.0403,12.2911,9.2317,7.9273,8.228,7.1342,8.8568,7.7243,12.6961,12.6116,8.1153,6.9631
900_00_5317,8.2979,6.0162,7.3753,7.1969,6.4471,7.5839,7.1217,5.9413,6.445,7.6075,8.9559,6.144,7.8371,7.6892,10.438,8.0198,7.724,9.6011,8.2203,9.9081,8.2439,7.75,6.6616,7.2144,8.668,7.645,8.825,7.4807,6.6087,8.7417,8.2346,6.6858,7.6018,7.0184,4.9746,7.2766,9.6793,11.2381,6.2748,6.239
900_00_5338,9.427,6.1967,7.171,7.3804,9.3509,8.5403,7.0238,5.8097,7.4916,8.3556,10.9623,6.4554,7.5355,7.4561,9.6126,7.4253,8.9499,9.7625,7.6151,9.717,7.8086,8.0083,6.6959,7.0941,8.9392,11.5134,10.3409,9.2043,11.2561,13.7495,12.634,7.37,7.4134,6.9971,7.4325,11.4077,13.6194,13.1902,8.7606,6.8911
900_00_5341,9.7746,6.3171,6.9017,7.4086,8.5459,8.3206,6.9566,6.7118,6.5549,8.3835,10.8039,6.4019,7.015,7.5538,10.9385,7.551,8.5802,9.9306,7.9212,9.3964,8.3091,9.218,6.746,5.8442,10.5203,11.8738,10.6442,9.4849,8.0733,6.2888,7.9515,7.1024,8.6784,8.893,5.0452,6.6064,7.7301,11.9114,6.0587,6.6961
900_00_5342,8.7937,6.0819,7.5926,7.1407,8.4847,8.5831,9.4946,6.9719,6.5998,8.0316,11.0562,6.245,8.0544,6.4284,9.7466,7.3469,8.912,9.9434,7.9302,9.5542,8.3362,8.3972,6.7704,7.0228,6.1957,10.8812,10.2706,8.4828,10.8177,14.0746,12.2471,7.6438,7.153,6.9373,6.6939,11.5612,14.0215,13.6187,9.207,7.0539
900_00_5345,8.9559,6.3877,7.397,7.405,8.98,8.2298,7.0059,7.1208,6.8075,8.2356,10.7975,6.6363,6.7288,7.2092,9.5358,7.2411,9.1214,10.1438,8.0242,9.2297,7.1377,9.5606,6.7952,6.2309,11.2864,10.6839,10.5188,9.0268,7.8043,6.5582,8.3944,6.9037,8.3667,9.6468,5.0203,6.6136,8.8288,10.9123,6.3606,6.5218
900_00_5346,8.4381,6.2994,7.4016,7.5115,9.2897,8.4266,6.9541,6.124,6.6338,8.123,10.8492,6.8298,7.2244,6.7157,8.827,7.1609,8.9973,9.6047,7.7897,9.6713,8.2988,8.8662,6.9128,7.1764,8.2128,11.6907,10.3985,9.5681,10.0441,13.9945,11.8621,8.0121,7.1545,7.2592,5.7932,12.0726,13.7651,13.1332,9.1089,7.1368
900_00_5379,9.6326,6.2885,7.6778,7.4205,9.5305,8.6427,6.8802,5.8087,6.769,8.4428,11.4151,7.0609,7.3101,7.1461,10.1565,7.3375,9.5712,10.224,7.6753,9.9874,7.7077,9.0461,6.7483,6.2868,9.7964,12.5934,11.0819,9.7927,10.2722,13.8077,11.8279,8.2726,8.6357,8.9463,5.9682,8.8772,13.2155,13.5436,8.8531,7.048
900_00_5380,9.5134,6.4733,7.1075,7.4729,8.8838,7.5876,6.9882,6.0384,6.7328,8.2318,10.9785,6.6604,6.8236,7.1322,10.1651,7.4002,9.0216,10.4297,7.7722,9.4566,7.8804,9.6189,6.9009,6.4321,11.0096,11.3801,10.5508,9.3287,7.6358,10.0622,8.3086,7.7931,9.1585,8.8188,4.7971,6.8036,9.5477,11.2694,5.7104,6.3954
900_00_5381,8.1775,6.527,7.6951,7.096,8.1633,8.3884,6.8344,5.7049,6.6056,8.2624,10.541,6.4529,7.4515,6.8995,9.7402,7.3458,9.7573,9.7688,8.0634,9.6459,8.4797,8.4288,6.771,6.7429,8.5158,11.2879,9.9709,9.2943,10.0121,13.634,11.6098,7.0202,7.0791,7.0648,5.5455,9.9365,13.0129,13.2856,9.0226,6.8212
900_00_5382,8.3837,6.2603,7.6495,7.7274,6.8296,7.7558,6.9637,6.1893,6.7075,8.4772,9.9006,6.0675,6.7759,7.9661,9.5014,7.6219,7.974,9.5561,7.9818,9.8645,8.4941,8.1793,6.906,6.8195,9.4837,8.0693,9.4629,8.2511,7.901,8.6695,8.3486,6.9877,7.9642,7.8985,4.9561,7.1551,9.977,10.6846,5.7903,6.2849
900_00_5384,9.4225,6.2703,7.167,7.1724,7.3941,8.1988,6.8979,7.1666,6.6083,7.893,10.9406,6.6834,7.7549,7.0938,9.0432,7.22,9.3539,9.4633,7.7551,9.4929,8.8509,8.2264,6.5966,6.6919,8.8005,10.9279,9.8821,9.1385,9.7781,13.8163,12.0978,7.5546,7.1885,7.0429,7.8845,11.2525,13.9621,13.3753,9.288,6.9384
900_00_5385,11.0458,6.1507,6.1584,7.721,8.6543,8.6946,6.6937,5.7533,6.6069,8.5989,10.8427,6.6719,7.0315,7.3332,10.4485,7.6188,9.3795,10.3896,8.6656,9.3893,9.0658,9.8127,6.5396,6.5587,10.9673,11.2296,11.1183,9.7156,8.6955,13.26,9.0027,7.8563,8.2586,8.7794,6.9446,7.0802,11.6189,11.9096,7.8547,6.86
900_00_5396,9.1246,6.3431,8.1354,7.4833,8.4779,8.4389,9.3472,7.5921,6.8375,8.2423,13.2207,6.4714,7.8883,7.4791,9.9061,7.1324,9.923,10.0649,7.6727,9.4525,8.7688,8.3535,6.6487,6.849,8.2741,12.3475,10.1515,8.8949,10.5432,13.8343,11.2514,7.3859,7.1168,6.9955,7.4109,11.23,13.6841,13.4421,8.6391,7.3081
900_00_5404,10.2239,6.1823,7.0219,7.674,8.681,8.5515,8.0762,7.1792,6.7274,8.3927,11.4097,6.6096,7.392,6.9775,10.3678,7.3263,8.9565,10.4061,8.4008,9.5297,8.5604,8.6901,6.6407,6.5511,9.1716,11.411,10.9025,9.261,9.5486,13.7735,10.004,7.5175,7.8302,7.3915,5.0249,9.3559,12.9284,12.3413,8.7509,7.0197
900_00_5404_B,9.2493,6.2039,7.5399,7.537,8.6528,8.5063,7.51,7.5336,6.6376,8.3204,11.3897,6.3798,7.7794,7.4361,10.0864,7.1127,9.2307,9.8088,8.245,9.4858,8.3126,8.3479,6.5502,6.7503,8.4657,11.554,10.3441,9.0139,10.2495,13.8341,11.3548,6.7822,7.6041,6.9626,7.1304,10.4331,13.73,13.0739,8.8987,7.0422
900_00_5412,9.4,6.3611,7.2539,7.3583,8.6042,7.5745,7.0136,6.9177,6.7247,8.5028,10.6724,6.6158,6.7228,8.0758,10.1933,7.2652,9.3635,9.4979,8.3581,9.1646,7.3359,9.4052,6.8352,6.311,11.3702,10.8571,11.0521,9.2067,6.8937,7.2162,8.1822,7.5714,8.9468,9.2046,4.9847,6.6845,8.2734,10.0093,6.2131,6.2009
900_00_5413,8.8756,6.1304,7.7256,7.1321,8.572,8.8019,6.7744,6.1135,6.5654,8.3085,10.7111,6.775,7.9628,7.4934,9.1039,7.416,9.4353,9.0575,7.8388,9.5809,9.048,8.2304,6.7337,6.8326,8.2119,10.1717,10.2028,9.1796,9.6261,14.0437,12.1938,7.6923,6.6277,6.8234,8.3517,10.6373,14.3151,13.1672,8.3807,7.095
900_00_5414,8.8986,6.2735,7.4614,7.6879,9.0528,8.5236,6.8368,5.7574,6.6266,8.5747,10.7819,6.7432,7.4732,7.3772,10.0475,7.148,9.3782,9.8933,7.9125,9.7639,8.7751,8.9224,6.6871,6.366,10.227,12.3657,11.1091,9.7946,9.5111,12.1511,11.9139,7.0462,7.6227,8.7638,5.5429,9.2374,12.7111,12.5541,8.6485,7.2118
900_00_5445,10.8389,6.138,6.6356,7.4595,8.6231,8.4627,6.875,5.9368,6.678,10.5711,10.4063,6.6844,7.4769,7.1804,10.7185,7.5007,9.2247,10.5618,8.1025,9.4661,8.547,8.7641,6.6506,6.8545,9.8464,11.3959,11.0689,9.0954,8.7664,12.7296,8.466,7.0742,7.81,8.2508,4.925,7.4731,11.2844,10.8159,8.3564,7.1966
900_00_5458,10.3079,6.3302,6.6748,7.4621,6.6318,8.445,6.983,5.9019,6.6223,8.1286,10.8429,6.9933,7.9828,7.2051,10.2167,7.1251,8.4001,10.1693,7.7595,9.5114,8.9038,8.8629,6.7297,6.7773,8.502,11.2368,10.0634,8.9604,9.7056,13.2107,10.8847,7.9123,7.5829,7.8753,5.2259,8.5005,12.4426,12.2029,8.1005,7.203
900_00_5459,8.8549,6.4413,7.726,7.2381,8.291,8.2056,6.7526,7.0445,6.4821,8.5885,10.6864,6.3833,6.5983,8.0851,10.2181,7.5201,9.4096,10.3806,7.4449,9.5145,8.9794,9.4226,6.6152,6.5829,10.9845,8.8717,11.1866,8.5867,7.5017,8.1964,8.0365,7.4379,8.9814,8.8109,4.7576,6.4807,7.9034,9.5594,5.8373,6.5305
900_00_5462,8.7434,6.2802,7.2783,7.1564,8.4703,8.6241,6.8792,5.9639,6.6346,8.6662,10.5642,6.7353,7.7693,7.0213,9.3739,7.0706,9.123,9.6129,7.6928,9.4591,8.7266,8.7667,6.68,7.1686,8.9987,11.1969,10.6034,9.829,10.0148,13.8719,12.2247,7.7287,7.1627,7.1234,7.9421,11.7698,13.5458,13.1554,9.0255,7.1129
900_00_5468,9.474,6.2043,7.1845,7.5172,8.6285,8.3107,6.6192,6.6671,6.5052,8.8354,10.5894,6.2047,6.9707,7.6023,10.0955,7.6468,9.1058,10.6223,7.7815,9.5256,8.3321,9.4726,6.6509,7.3362,11.2394,10.5549,11.5507,8.4958,7.7406,6.9143,8.0501,6.7336,9.0947,8.3885,4.8099,6.3272,9.6662,10.7532,6.2528,6.9319
900_00_5476,9.1367,6.2768,6.9894,7.6097,9.1323,8.6748,6.8704,6.4091,6.859,8.8136,10.8072,6.1152,6.6115,7.4164,10.7277,7.1869,9.2276,9.6427,8.1775,9.0939,9.1256,9.4356,6.8136,7.0182,11.4842,9.1025,11.1752,8.9219,7.4644,7.7415,8.7195,7.156,8.3233,10.1544,5.1385,6.3083,9.2345,10.7524,5.8917,6.6588
900_00_5477,8.3352,6.2563,7.3028,7.422,7.6953,7.8764,6.9813,6.3439,6.5196,7.6609,10.3873,6.4141,6.8647,7.1687,10.5611,7.5655,8.7933,10.168,8.2613,9.6029,8.4813,8.4754,7.0383,6.9932,9.4943,9.7714,10.1382,8.7203,7.4211,10.3792,8.3594,7.1184,7.8435,7.5327,5.2141,6.5783,9.8499,11.0918,6.2338,6.2587
900_00_5488,10.6478,6.2942,7.8894,7.7413,8.5278,8.9524,6.5397,5.4136,6.7754,8.7439,10.691,7.3883,6.8834,7.5235,10.7894,7.738,9.792,9.6533,8.244,9.1717,8.891,9.2452,6.8856,7.2146,10.7748,10.401,10.7042,9.6691,8.4668,13.0167,12.4531,8.1642,8.0322,8.3924,4.6949,8.9303,12.2986,12.2344,7.0396,6.8105
900_00_5489,10.0171,6.2398,7.4104,7.6183,9.4859,9.101,6.8339,6.0931,6.7036,8.5156,10.8892,8.5414,7.0608,7.1759,10.1878,7.3965,9.2726,9.0971,7.8195,9.8426,8.4753,8.6851,6.9441,6.2533,9.4733,10.5221,10.7538,9.5799,9.1782,13.694,13.1253,8.3624,7.1544,7.1358,8.252,9.6939,12.9569,12.8962,8.8988,7.2872
900_00_5540,8.0359,6.39,7.6885,7.2842,7.7793,7.7561,9.8592,7.7499,6.7475,8.2911,10.9673,6.4054,7.6884,7.2867,10.035,7.077,8.619,9.7072,7.6605,9.6131,9.0505,8.9841,6.5407,6.9812,9.1881,12.1469,9.7408,9.0722,10.0333,13.3204,12.2705,7.7826,7.2108,8.4685,5.9669,11.2706,13.4164,12.7763,8.8049,6.5716
900_00_5541,8.3861,6.2565,6.2449,7.4907,8.2576,9.202,6.332,5.3884,6.7258,8.5664,11.0193,8.4893,6.7026,7.4731,10.7089,7.4166,9.7143,9.3152,8.6673,8.6941,9.4457,8.9416,6.7604,5.9219,10.0907,10.5929,10.8672,9.058,8.4708,13.0516,12.3285,8.903,7.0537,7.8519,5.1505,9.4619,12.6208,12.942,8.0833,7.1136
900_00_5542,9.507,6.2408,6.7656,7.4237,7.2852,8.8851,6.6682,5.5496,6.6096,8.4361,10.7223,6.2422,7.4745,7.6816,10.6129,7.6425,9.056,9.0585,8.2556,8.808,9.3204,8.6002,6.8024,5.9944,9.9629,11.2911,10.7987,9.2617,9.0497,11.5514,11.7251,8.2219,7.3551,7.8645,4.9772,8.2249,11.8494,12.3292,8.5158,7.1683
900_00_5543,10.515,6.1698,6.7309,7.4392,9.3696,8.8904,6.8695,5.7706,6.712,11.442,10.8544,6.7315,7.9617,7.4779,9.4218,7.4653,9.4822,9.3101,7.7907,9.6546,8.9339,8.6647,6.7721,6.0573,8.5902,11.6856,11.1117,9.3661,9.9394,13.0451,12.2011,7.7941,7.4269,7.5002,5.3841,9.9227,13.1425,13.3558,8.8108,7.1433
900_00_5544,10.7894,6.3355,6.6573,7.7332,9.418,8.5608,6.7473,5.7363,6.6464,8.6596,11.1147,7.3556,7.7612,6.8031,9.4819,7.0801,9.6508,9.8994,7.9546,9.9731,8.6558,9.2255,6.6605,6.2382,10.0397,11.9085,10.7768,9.9843,9.4483,13.5945,11.5226,8.6092,7.581,8.709,8.4988,9.1879,12.8089,13.0031,8.5897,7.3837
900_00_5545,10.0431,6.3429,7.5409,7.1422,9.1118,8.3224,7.0579,6.8289,6.391,9.9861,10.9252,6.8297,6.7708,7.2647,10.7886,7.5281,8.7852,10.5301,7.8606,9.6821,8.6793,8.9085,7.0711,6.0704,10.494,9.4105,10.4466,9.5084,7.3856,10.2937,8.7774,7.8715,7.8443,9.1287,4.8403,6.8019,10.0916,12.7983,6.5488,6.9824
900_00_5546,8.3764,6.3031,7.9505,6.9233,8.5322,7.2136,9.7357,7.7936,6.6414,8.3637,11.3099,6.8113,7.7744,7.399,10.4329,7.3377,8.2692,9.368,8.1573,9.0806,8.8222,7.9082,6.8476,7.1352,8.2754,11.5267,10.1949,9.7819,10.2161,13.0867,10.7927,8.7069,6.742,7.1386,9.0944,10.9189,14.0901,13.4255,8.7305,7.4363
900_00_5547,9.6057,6.1106,7.1916,7.3842,8.796,8.1629,6.9052,6.8379,6.5964,8.5433,10.757,6.1335,6.8994,7.6885,10.7013,7.4927,8.5709,9.4818,8.1367,9.3617,7.6636,9.0183,6.7012,6.2701,10.8821,10.557,10.9631,8.8073,8.4113,8.8567,8.0463,7.1155,8.3926,8.7301,5.2664,6.7223,8.5477,10.4734,6.6064,6.5982
900_00_5548,8.3575,6.2156,7.6394,7.6777,8.7065,8.4923,9.5638,7.5651,6.5768,8.3788,13.5701,6.469,7.4794,7.5459,10.049,7.2613,9.1421,9.2724,8.0526,9.529,9.1284,8.7917,6.6011,6.7126,10.41,10.2677,10.3925,9.2046,9.4266,13.0085,12.0639,8.2003,7.6175,8.8102,5.1737,10.9192,12.4629,12.8458,8.1399,7.0587
900_00_5549,8.6132,6.3544,7.7315,7.4147,8.7392,9.0339,6.7702,6.8717,6.668,8.9426,10.3479,6.1279,6.5598,7.5524,10.2388,7.3592,9.1924,9.9607,7.4818,9.1718,9.2613,8.4893,6.4879,7.1371,10.5134,11.5692,10.5158,9.5086,8.9212,8.1813,8.159,7.2632,7.8971,9.048,4.7085,8.2228,9.405,10.8814,8.737,6.5425
900_00_5550,9.2419,6.3768,7.6242,7.3709,7.8263,8.5452,7.2534,7.6345,6.6355,8.4138,10.5163,6.2333,7.5358,7.022,10.4356,7.8071,8.7087,9.5353,8.7603,8.7449,8.6778,8.8223,6.8007,6.7456,10.5274,8.0967,9.9532,9.4125,8.7242,9.0375,9.159,6.9427,8.6452,8.4299,4.978,7.3925,9.7173,10.8989,6.8546,6.4876
900_00_5551,8.6746,6.2297,7.6407,7.2832,8.8544,8.7709,6.6756,6.1338,6.8003,8.2042,11.028,6.7187,7.4836,7.3489,9.7567,7.3681,9.0921,9.2429,7.7339,9.491,8.6697,8.5017,6.7931,7.2901,10.0431,9.9158,10.1048,9.5479,8.9475,13.3394,13.0189,8.2987,7.1339,7.6376,5.8945,9.9764,13.2043,12.6775,9.083,7.1407
900_00_5552,8.7289,6.2943,7.5596,7.1868,8.5175,8.6707,6.6687,6.8251,6.6181,8.4914,10.4444,6.2211,6.9143,7.2548,9.7727,7.411,8.8684,9.8046,7.9539,9.5744,9.097,9.0257,6.6626,6.6145,11.3282,10.7635,11.0287,8.9027,8.401,10.1074,8.1732,7.3095,8.4118,9.1633,4.7998,7.4566,9.7711,11.2471,6.6786,6.863
900_00_5554,8.4342,6.3338,7.0622,7.5428,9.4731,8.3325,6.9293,5.9433,6.7173,8.7189,11.5319,6.8608,7.1897,7.6758,9.694,7.5059,8.9295,9.324,7.9274,9.4916,8.5694,8.8466,6.8485,6.7941,11.2081,9.6388,10.7884,9.0758,8.3499,12.223,11.776,8.3292,7.5042,9.2137,5.1634,7.2157,12.1,12.1927,7.0657,6.5988
900_0052_99,9.2997,6.0953,7.0708,7.551,8.9737,8.0871,6.7201,6.9817,6.6056,8.2415,10.946,7.3756,7.6446,6.8253,9.6338,7.2107,9.2343,9.7425,8.1692,9.7228,8.6305,8.9947,6.7936,6.9072,8.1014,12.3721,10.9591,8.9154,11.4879,14.1692,12.2747,7.7799,7.8601,7.2975,5.1106,9.1385,13.1722,13.5699,9.4485,7.1426
900_0053_03,10.775,6.5475,7.1134,7.811,10.0187,8.6127,6.8966,6.288,6.7236,8.516,11.4605,8.522,7.7876,7.608,8.9864,7.013,9.1969,10.0361,8.077,9.7855,9.259,9.9059,6.9181,6.6855,9.7994,9.6592,11.7839,9.2868,8.8895,13.2118,10.8227,9.215,7.8239,8.3781,4.9623,7.1111,11.4338,11.9904,8.2186,6.4518
E08021,8.488,6.2766,7.0926,7.9811,9.208,8.734,6.8912,5.9623,6.6584,8.4735,11.0585,5.8604,6.9315,8.1172,9.486,7.1555,8.4521,9.4611,8.7344,9.265,7.912,9.4388,6.9047,7.3891,11.5095,6.9825,10.0641,9.0514,6.4856,7.4794,11.407,9.9611,8.2966,8.9348,5.1561,6.8362,7.9257,8.2978,5.4701,6.4813
E09139,10.1766,6.0429,7.107,7.6032,9.1406,8.7901,6.6502,6.0802,6.7903,8.5418,10.5408,7.5177,7.4805,7.5178,9.964,7.1764,9.2796,9.3842,7.7691,9.4453,8.3383,8.4973,6.6424,6.9484,9.5546,10.6509,10.4417,9.5313,9.8847,13.1634,12.256,7.9093,6.8826,7.3225,7.5911,9.6139,12.7204,13.5919,9.4653,7.0104
E09192,8.9104,6.1845,7.1932,7.4222,7.739,9.0268,7.4589,8.3289,6.6641,7.934,10.6925,6.5546,7.1112,7.9362,9.721,7.6309,8.3775,9.2204,8.1001,9.1809,7.8062,8.6186,6.7754,6.4106,9.7154,10.4168,9.6686,9.3061,9.9541,10.7354,9.3519,7.6547,7.4189,7.8035,5.6123,9.2504,9.5616,12.1544,7.8506,6.9801
E09212,8.6784,5.9609,7.1153,7.1718,8.1311,8.2613,7.382,7.2155,6.7513,7.5815,10.6141,6.1737,7.7202,6.9549,9.812,7.3799,8.3803,9.4685,7.5549,9.3615,7.7541,7.779,6.7702,7.7297,8.8179,9.5845,8.8937,8.7104,8.7722,13.2428,10.231,6.9541,7.5113,7.195,6.0426,8.9147,12.8377,13.0839,8.4847,7.0792
E09239,8.5558,6.239,6.9368,7.0687,8.3819,8.6226,6.9286,5.9551,6.8195,8.1489,10.3755,6.674,7.6603,6.932,9.3107,7.2733,8.6986,9.0757,8.679,9.7246,8.2091,8.2237,6.8414,6.4136,7.8028,10.0115,9.6228,9.5711,9.8793,13.9833,12.9158,7.0744,6.9196,7.0768,7.0768,10.6728,12.9169,13.1695,9.2589,7.1197
E09262,8.9371,6.2003,7.4278,7.1048,7.7732,8.7689,6.8926,7.0427,6.6996,7.8029,10.0859,6.5958,7.7053,6.8229,9.8795,7.3865,8.689,9.3234,8.0262,9.5193,7.9951,7.8995,6.9008,7.0525,8.8703,10.062,8.4981,8.6765,9.4533,13.2828,9.4701,6.8774,7.0614,6.8099,5.2769,9.9314,11.6874,12.6887,9.4315,7.1583
E09278,9.9614,6.2738,7.6534,7.477,8.1594,7.7845,6.9793,7.0156,6.7086,7.7676,10.8393,5.9343,6.7754,7.8435,11.7196,7.6562,9.1559,8.9847,9.1216,9.1846,8.7775,8.9476,6.8121,5.6465,11.1885,7.5527,10.6693,8.712,6.7689,6.4324,8.7566,7.8203,8.0813,8.5187,4.7543,7.2454,9.4779,9.8397,6.011,6.0525
E09289,8.5501,6.3352,7.1116,7.6469,8.6038,9.0055,6.5866,6.6738,6.7069,8.3425,12.6926,6.7909,7.1694,6.9398,9.5994,7.3975,8.7578,9.6543,7.8276,9.4533,8.8423,8.5513,6.7495,7.1387,10.745,10.8701,10.2661,8.8346,8.84,11.387,8.2485,7.5162,7.5608,7.9038,5.1107,8.1115,10.4439,12.1243,8.1779,7.1243
E09331,8.6663,6.3306,7.2049,6.9501,7.9684,7.8451,6.9824,6.0601,6.7402,7.4125,10.3281,6.6044,7.1459,6.8388,10.367,7.8208,8.3344,9.4164,8.8528,9.5712,8.2627,8.5524,6.788,7.744,9.1851,10.8105,9.3187,9.5681,7.702,12.4755,8.401,7.7055,7.6534,7.6653,5.8322,9.4383,13.2795,13.1818,8.1086,6.7758
E09334,8.5952,6.2867,7.0294,7.4784,8.0999,8.5049,6.6813,6.3267,6.5882,7.9373,10.2953,6.4992,7.4885,6.7237,10.0214,7.4057,8.6672,9.1196,8.6014,9.1975,8.331,8.2987,6.6884,7.0766,8.5085,10.1937,10.0265,8.873,8.8106,13.6194,11.64,7.2824,7.2108,7.2481,5.3424,10.5146,13.0417,13.1301,9.6546,6.9086
E09348,10.0568,6.2264,6.8001,7.7069,8.0096,8.6585,7.025,5.9894,6.8214,8.0485,9.8334,7.1001,6.9948,6.9017,10.2989,7.3955,8.6209,8.5211,8.6933,9.5704,8.4858,8.8475,6.89,6.6941,8.528,10.7945,9.5291,9.3212,8.9896,13.6752,12.2418,6.9763,7.4782,7.4604,5.3961,9.6196,12.0832,12.6858,8.6948,7.2536
E09358,9.4099,6.7084,7.0855,7.785,8.1193,7.987,6.8414,6.3065,6.5426,7.7918,10.1887,6.5201,6.9135,8.4714,11.4737,7.7618,8.6035,8.5912,9.831,8.987,8.8288,8.8078,6.8963,6.3356,10.8099,8.9723,10.7106,8.9341,6.7187,6.4275,8.2342,6.9764,8.7686,8.7019,4.963,7.7384,8.5422,9.9926,6.6478,6.244
E09394,9.3077,6.4079,6.9516,7.8098,8.3137,8.158,6.9599,6.2531,6.6533,8.4717,11.1545,6.6788,6.9609,8.3648,11.425,7.8867,9.0773,9.2004,7.6875,9.5176,9.1661,9.7168,6.7715,6.181,11.0502,10.3818,11.5805,9.1542,8.1652,6.7474,8.714,7.1921,9.057,8.7736,4.9478,6.9358,7.2273,9.3774,5.8568,6.4683
E09430,10.1171,6.1054,6.6358,7.2778,7.8826,8.0563,7.0551,5.951,6.7525,10.3349,10.2546,6.2394,7.7975,6.3966,9.5002,7.3617,8.4869,9.0924,7.4117,9.319,8.1608,8.1062,6.8036,7.3205,8.1187,10.7956,9.4911,8.899,9.0155,13.5415,9.8007,7.2026,7.66,7.1149,5.8194,7.8823,12.4801,12.5013,9.7925,7.2197
E09448,7.6519,7.289,6.0662,7.5354,9.2851,8.8319,6.8051,5.7956,6.6643,8.2844,11.2183,7.7977,7.3322,7.214,9.3175,7.185,9.1382,9.2156,9.4015,8.8687,8.5932,9.226,6.8502,6.1298,11.4763,7.8557,10.0372,10.1286,7.8239,10.4405,11.9001,9.6203,7.8324,8.0199,7.9651,8.7806,12.3304,13.0751,6.9293,6.2062
E09451,9.9066,6.0864,7.4248,6.9844,8.4544,7.8548,10.1805,7.8789,6.6473,8.142,10.8686,6.3865,7.5922,6.996,9.4509,7.1569,8.7057,10.0088,9.1543,9.7098,8.579,8.7309,6.8123,7.1525,7.6248,11.7548,10.244,9.6731,9.8394,14.0687,8.9044,8.6455,7.5058,7.1467,7.7756,7.8952,12.8981,12.7694,9.0305,7.1707
E09454,8.3655,6.036,7.0444,7.5116,6.5197,7.9203,6.9531,6.0303,6.6484,7.8793,8.9536,6.4211,8.4814,8.1921,10.8317,8.2354,7.603,8.8931,9.0131,9.6424,7.9077,7.7833,6.8572,7.2368,8.2979,8.2741,8.7791,7.8458,7.5043,10.5867,8.9898,7.0346,7.4829,7.2503,5.1368,8.3177,10.5022,11.721,7.0759,6.3472
E09471,8.6161,6.1038,7.1352,7.0436,7.1847,8.2245,6.8967,6.0882,6.7072,7.5943,9.8558,6.6507,7.1842,7.527,10.4595,7.5303,8.1799,8.8397,8.774,9.0977,8.4166,8.2339,6.8718,6.9062,7.9121,9.2301,8.5042,8.3306,7.6243,10.8052,8.6297,6.9654,7.4703,7.2051,5.4524,7.6359,11.2256,12.1655,8.5134,6.874
E09483,8.8637,6.3481,6.6199,6.6691,8.1086,8.5894,6.9046,5.8018,6.8934,7.6832,10.6097,6.9802,7.8859,7.0721,9.6906,7.5184,8.9735,8.3074,8.2862,9.4908,7.9836,7.6993,7.1666,6.3539,7.2312,10.4194,9.5876,9.2292,9.6788,13.8659,13.0258,7.0934,7.1592,7.0909,5.9762,11.6596,13.4288,13.6841,10.5526,7.0276
E09489,10.3451,6.0584,7.6766,7.296,8.5647,8.9235,6.5602,6.833,6.6714,7.6393,10.4478,6.4023,7.1148,7.4684,10.1704,7.346,8.8244,9.2168,8.8723,9.3101,8.1038,8.8921,6.5948,7.1553,8.5144,12.5963,10.6061,9.823,9.5555,12.709,9.3009,7.3867,7.7158,7.3618,8.2393,10.8633,13.1603,13.0506,10.2759,7.1164
E09511,7.7092,6.271,7.3774,7.3749,7.9167,8.3805,6.8138,7.1971,7.0211,7.7519,10.1204,6.8161,7.5847,7.4593,9.8516,7.5909,9.2392,8.4834,9.0411,9.514,8.2451,7.972,6.8467,6.9909,8.4963,9.5037,9.1257,8.9341,9.5662,13.7074,10.91,7.0872,6.7606,7.0758,8.3758,11.5872,13.5684,13.2715,9.0493,7.245
E09513,9.0388,6.3542,6.7237,7.0702,7.0031,7.6945,7.6544,6.6338,7.0419,7.6137,9.1506,6.5967,7.9141,6.5907,9.5232,7.5539,7.5329,8.0713,8.2782,9.3876,6.7511,7.6872,7.183,7.2576,7.1318,8.3448,8.7281,8.2944,6.7007,10.2683,8.1907,7.1285,7.1542,7.3734,6.389,7.1024,10.516,10.7887,7.1925,6.7309
E09515,8.7121,6.0092,7.0636,7.4967,7.0151,8.1772,7.1728,6.8915,6.7959,7.8288,9.4174,6.3996,7.2621,7.4388,10.1303,7.6434,7.5066,8.7234,8.3065,9.4811,7.849,7.7971,6.8146,6.6533,7.7113,9.1698,8.8657,8.2505,7.398,8.546,8.6342,7.1733,7.2451,7.0637,5.3512,8.4448,10.0379,10.9987,7.4677,6.6589
