Sample,EGFR,PDGFRA,PTEN,NF1,TP53,RB1,CDKN2A,CDKN2B,MDM2,MDM4,CDK4,CDK6,MET,PIK3CA,PIK3R1,PIK3CB,IDH1,IDH2,ATRX,CIC,FUBP1,NOTCH1,TERT,MGMT,OLIG2,GFAP,SOX2,NES,CD44,CHI3L1,VEGFA,MKI67,BCAN,DLL3,POSTN,SERPINE1,TIMP1,LGALS1,ANXA1,CASP8
E09531,8.4938,6.5333,7.0753,6.8818,7.0694,7.767,7.2666,6.2002,6.4774,7.6702,9.7666,6.4313,7.8887,7.0711,10.6034,7.5394,8.1989,9.5066,8.0534,9.7999,7.9944,7.8184,6.7899,7.2958,9.3987,9.4038,9.6375,8.8929,7.5162,10.4933,8.9404,6.7729,7.5803,7.5341,5.1483,9.0709,10.7102,12.2135,8.1356,7.044
E09535,9.0406,6.294,6.7751,7.4438,8.4762,8.4526,6.8543,6.0559,6.7133,7.9772,10.2036,8.2188,7.9598,7.0743,10.5918,7.7329,8.6281,8.7598,8.5819,9.5154,7.9063,8.2529,6.8291,6.6136,9.5304,10.4079,9.7871,9.8126,9.5204,13.8309,12.1843,7.5399,6.9883,7.2957,6.8477,10.3907,12.6145,12.9909,9.0592,7.1306
E09569,8.1516,6.7829,6.9138,7.291,8.6165,8.6073,9.452,7.9583,6.5706,8.2017,13.5499,7.6173,7.1129,7.2832,10.2363,7.415,8.7536,9.9911,8.5208,9.5386,9.2391,8.7289,6.6733,6.1469,11.0687,12.0383,10.0514,8.1453,9.0542,11.7207,9.029,7.8131,7.4552,9.2575,5.4122,7.9228,9.8835,11.6677,7.8258,6.5478
E09601,8.1568,6.3381,7.2743,7.1735,8.4,8.2978,6.7364,6.1478,6.6884,8.0029,10.5145,6.4678,7.7025,7.7254,9.2956,7.2732,8.5596,8.3363,8.2793,9.5809,8.3735,8.0504,6.7711,7.2088,8.0874,11.8451,8.9121,8.8124,10.7742,13.5309,12.345,7.244,7.2556,7.4639,7.7972,12.2489,13.275,13.4927,10.0221,7.1309
E09602,8.9655,6.111,6.6004,7.0062,7.2961,8.34,6.8709,6.2269,6.6827,7.9831,10.4722,7.1652,8.0837,6.8434,10.2029,7.1803,8.7077,8.7486,8.0488,9.4914,8.16,8.1121,6.827,6.903,8.2444,9.684,9.6608,9.3228,9.2742,13.7725,11.6517,6.979,7.2776,7.1561,6.6978,10.907,13.7205,12.5781,8.9985,6.973
E09605,8.663,6.3017,7.1573,7.5697,8.3127,8.8041,6.8234,6.0342,6.7666,7.87,12.5018,7.4817,8.4947,7.2499,10.3236,7.7081,8.7644,9.3576,8.538,9.5359,8.3195,8.0474,6.771,6.8994,10.6147,11.901,9.7896,9.1869,10.3056,13.1323,11.2705,7.4887,7.7651,8.2843,5.7768,8.6513,11.9191,12.9436,8.1338,6.9733
E09606,8.279,6.2358,7.0366,7.3508,8.2342,8.791,6.8485,7.2857,6.6642,7.979,10.3438,6.9213,8.1151,6.9548,9.8206,7.5769,8.8759,9.1133,8.6715,9.2852,8.1549,8.1557,6.7068,7.1563,9.3635,9.7858,8.8036,9.0531,10.6642,13.9182,11.4342,6.802,6.9328,6.9858,5.8219,11.7143,13.8589,13.3882,8.7204,6.901
E09610,10.3347,7.1079,7.0077,7.2474,7.5404,8.4645,9.3092,7.5154,6.7933,8.0776,13.6309,6.6364,6.5874,7.4216,10.188,6.9225,9.2766,8.775,9.0111,9.6773,9.2909,9.4015,6.7517,7.0024,9.1826,12.3981,10.2925,9.7964,8.7328,8.2541,11.6215,8.3509,7.9778,7.2433,5.0338,9.5554,12.1286,12.7378,9.2448,7.3875
E09615,8.7218,6.4432,7.7087,7.1264,8.3891,7.5469,6.8935,6.4868,7.3906,7.9857,10.9387,6.5171,8.1416,7.4811,8.4221,7.7905,8.8779,9.5867,8.316,9.4173,8.9637,8.1125,6.9623,6.3452,8.2324,10.1231,9.2004,8.8245,9.8871,13.6998,11.725,8.3786,6.9631,7.2576,7.3951,10.8251,13.4262,13.1335,9.6705,6.587
E09623,10.5525,6.2524,6.8972,7.4868,8.6631,8.5431,9.007,7.1036,10.1129,8.555,13.8429,6.9028,7.4833,7.0189,10.145,7.2346,8.3797,9.7996,8.0713,9.8178,8.8934,8.8352,6.5712,6.8098,8.982,10.0557,10.9001,9.327,11.2427,12.2106,11.8075,7.7264,7.8364,7.5792,8.2075,8.9549,12.1408,12.7393,8.3166,6.9311
E09645,8.4469,6.1007,6.9778,7.1519,6.3382,7.8187,7.0105,6.1404,6.6656,7.5499,8.8651,6.6433,8.1623,7.9031,10.7576,8.2706,7.5347,8.4997,8.1809,9.2139,7.8879,7.7651,6.8196,6.7454,8.5159,7.0938,8.9371,7.653,6.6454,7.7964,8.3401,7.0105,7.6503,6.97,5.7012,7.2376,7.9281,11.2592,5.8663,6.2506
E09647,8.3447,6.3695,6.9327,7.3678,8.6303,8.6949,7.0627,6.0397,6.9359,8.0107,10.6331,6.5589,7.4052,7.2629,10.7511,7.5265,8.6721,9.4844,8.7201,9.6923,8.7641,9.0065,6.9265,7.2133,11.1413,9.4031,9.9489,8.9396,9.1321,12.7111,12.1461,7.6428,7.4435,8.5454,5.7545,9.6413,12.2092,12.4725,8.013,6.552
E09649,8.4307,6.2414,7.022,7.0785,7.7895,8.4563,6.8711,6.4033,6.7404,7.8926,10.5337,6.8092,7.8979,7.2194,10.3389,7.8131,8.3783,8.8098,8.8037,9.5703,7.8186,8.0536,6.6824,6.7371,8.8075,10.3049,8.639,9.129,9.73,13.8429,11.3985,7.0336,7.1505,7.3328,7.7945,9.6669,13.301,12.9866,9.0905,6.955
E09654,8.5507,6.2942,6.9496,6.7866,7.9339,8.5294,7.0174,5.8673,6.6543,7.8774,10.4034,8.0308,7.9941,7.1415,9.9343,7.4487,8.4725,8.6283,8.5152,9.4246,7.7621,8.5675,6.9694,6.657,9.4162,11.092,9.2099,9.9076,9.7383,13.914,11.5559,7.4816,6.9857,7.1952,8.3183,9.9776,13.2066,12.9421,9.424,7.1951
E09656,9.3991,6.5315,6.9442,7.616,9.3533,8.8703,9.0265,5.8444,6.6915,8.6504,11.1766,7.7844,6.8751,8.3124,10.5635,8.2162,8.786,9.2833,7.9059,9.6224,8.7271,8.7166,6.7921,6.5952,11.2251,12.7858,10.8375,9.8383,9.4631,11.6045,10.1453,8.1368,8.0982,8.3646,5.0341,7.9549,11.5466,11.8727,7.8468,6.3662
E09661,7.8723,6.0022,7.5224,7.3467,7.4519,8.3832,6.7632,6.5558,6.7147,7.7186,9.9755,6.5481,7.6045,7.191,10.1516,7.4158,8.575,9.0785,7.9107,9.3716,8.6442,8.3087,6.7695,7.3447,9.0939,9.4404,8.9307,8.0398,8.8099,12.8839,8.7283,6.9346,7.0361,7.0981,5.8265,8.9571,11.7325,13.1875,8.4928,7.1453
E09664,8.5117,6.366,6.7737,6.8771,7.8506,8.0596,7.0425,6.1951,6.762,7.8669,10.1264,7.0082,7.3327,6.9434,10.1347,7.4747,8.1841,9.1623,7.9326,9.4482,8.5189,8.6437,6.9361,7.2043,8.9082,9.6109,8.9917,8.7625,7.8701,10.0126,8.3973,7.1647,7.429,7.7547,5.1348,8.5029,9.9146,12.493,7.7337,6.7607
E09670,8.3783,6.2268,7.3413,7.2744,6.6436,7.9578,6.9552,5.8609,6.9206,7.6768,9.1169,6.376,7.9773,7.7936,10.9059,8.1985,7.6441,9.0072,8.8861,9.8287,8.0668,8.0474,6.8793,7.4252,8.3698,9.0515,8.6214,8.0742,7.6224,9.6717,8.5398,6.8614,7.6427,7.143,5.2287,7.6941,10.8025,11.7623,7.4718,6.4138
E09673,9.0241,6.2814,6.9535,7.6246,7.7097,8.8534,6.8193,7.1405,6.9527,8.0267,10.1538,6.7821,7.054,7.6072,10.4381,7.4811,8.5528,8.675,7.7472,9.1266,8.1652,8.524,7.056,7.2492,9.9309,13.0859,9.8288,8.7313,10.2703,10.1669,8.4345,7.0188,7.8096,8.1428,5.8693,9.6887,10.8286,11.7665,8.375,6.7805
E09681,9.1168,6.6356,7.2088,7.185,7.8637,7.6231,7.3692,7.0803,6.7452,7.8757,10.4115,6.7357,7.2522,7.1426,10.7587,7.7135,8.4011,9.2153,7.7534,9.7592,8.4019,9.0951,7.0624,6.4598,10.8616,9.1453,10.2483,9.4527,7.2535,7.2604,8.4757,7.562,8.7057,9.0124,5.1576,7.0901,8.3239,10.3735,6.2736,6.5781
E09688,8.8216,6.012,7.4252,7.5181,7.3158,8.198,6.8918,6.402,6.6063,8.4529,9.7559,6.9127,7.9915,7.652,10.9265,8.1303,8.1089,9.9509,8.1195,9.6761,8.5797,8.1999,6.5758,6.5605,10.0803,8.7026,10.0476,7.7452,7.3784,9.1159,8.6695,7.1263,7.6853,7.8599,4.899,8.0029,9.5236,11.0722,6.871,6.305
E09690,10.3473,6.237,7.513,7.7027,8.8998,8.466,7.0726,7.0845,6.8979,8.5877,11.3054,6.8675,6.9471,7.9101,10.9521,7.3898,8.7813,9.2615,8.1926,9.2886,8.3735,8.9467,7.0232,6.5533,11.1047,10.4674,10.6848,8.9832,8.9791,8.895,10.4931,7.8675,8.2253,8.565,4.9951,8.0004,10.0364,11.3196,7.3904,6.5774
E09722,8.63,6.3503,7.1979,7.703,8.6996,8.5812,10.1612,6.842,6.6522,8.5119,14.178,6.647,6.677,7.6522,10.5019,7.2392,8.8662,9.538,8.4423,9.8929,9.586,9.8042,6.6455,6.6332,12.0575,11.168,11.5203,8.5635,7.8466,8.8609,8.6597,8.5391,8.5362,9.0518,5.045,6.7651,8.5089,10.166,7.4168,6.2835
E09730,8.4216,6.3814,7.6366,7.4951,7.8397,8.571,6.8959,6.4994,6.7825,8.2037,10.6339,6.3209,7.5162,7.5,9.8541,7.2451,8.5513,8.8251,7.7643,9.5324,8.7254,9.1353,6.7138,7.0354,9.6661,10.8528,10.0968,9.2277,9.2951,11.4587,10.7514,7.9743,7.4316,7.4038,7.7176,10.9588,13.3651,12.886,9.4482,7.2375
E09740,9.529,5.9575,8.2456,7.5325,9.2492,9.1278,6.5874,6.0516,6.8373,8.6646,10.8278,7.0802,7.14,7.7007,10.3667,7.07,8.8433,8.8269,7.7276,9.1277,8.8621,8.548,6.4239,6.6451,8.0411,9.7392,9.139,9.4036,9.0607,10.8373,9.397,7.6597,6.801,7.3525,9.3456,10.5092,13.2723,13.2167,9.1548,7.0691
E09744,8.2804,6.2687,7.4605,6.6037,8.7796,8.1971,9.6672,7.9229,6.7404,8.0823,10.9958,6.3828,8.8672,6.7153,9.3592,7.3051,9.0449,9.2513,7.5758,9.2039,9.0808,7.9797,6.717,6.1558,6.3284,10.4385,10.2543,9.1397,11.2685,13.9224,12.4134,7.8521,7.0488,6.7787,7.8239,11.7388,13.78,13.2558,9.7177,7.5812
E09759,10.0354,6.1441,7.1632,7.0731,7.8263,8.3299,6.8586,5.9578,6.7143,7.9513,10.1306,6.7173,7.8181,6.7928,9.9592,7.2649,8.7374,9.2531,8.0034,9.4386,8.0706,8.0965,6.8543,7.6275,8.323,9.9969,9.2576,8.5638,8.9351,14.0489,10.5842,6.9783,7.0761,6.9821,6.6319,9.714,12.975,13.0488,8.7506,7.1489
E09782,8.6614,6.1071,7.3806,6.983,8.7417,8.9585,6.8257,6.5072,6.6432,7.7177,10.7576,7.1246,7.5707,7.3718,9.5961,7.5659,9.5229,8.8437,8.0587,9.2371,8.5257,8.7243,6.8009,7.2974,9.9352,9.9321,9.5937,9.7971,8.6109,13.435,13.1514,8.0576,7.0781,7.1437,7.7004,9.7758,13.1003,13.4865,9.9317,7.0819
E09786,8.8182,6.2982,7.2878,7.6238,8.936,8.8357,6.8171,6.2787,6.8872,8.6802,10.3089,6.5193,7.0594,7.9014,10.4606,7.5208,8.8853,9.8046,7.8232,9.3386,8.8316,8.5497,6.6469,6.5074,9.9989,10.5018,10.4849,8.3236,9.6146,12.1764,11.5335,7.4491,7.961,8.8031,5.1075,8.8333,11.1032,12.2693,8.2025,6.7666
E09787,8.4181,6.342,6.9883,7.3629,7.7645,8.4199,7.0895,6.4348,6.8184,8.2058,10.0846,6.6783,8.0904,7.0581,10.0989,7.4693,8.4182,9.5141,7.8249,9.6768,8.0581,8.6471,6.7511,7.2241,10.1527,9.6513,9.4497,8.8669,8.3296,11.0623,9.2614,7.1175,7.1333,8.2241,5.0947,8.6731,11.7883,12.2847,8.3626,7.0542
E09791,10.878,6.2558,6.812,7.4038,8.1563,8.6729,6.9315,5.7124,6.6364,7.8267,10.5009,6.3766,6.9398,7.774,10.3745,7.2964,8.4881,9.2654,8.0409,9.1631,8.6077,8.5288,6.6203,6.7091,8.2196,12.0796,10.2799,9.4016,10.731,12.5526,11.7221,6.9807,8.0298,7.1585,5.643,9.0262,11.8482,13.1633,9.8826,7.1447
E09800,9.946,6.045,8.4822,7.254,8.7486,8.5324,6.6305,6.8241,6.7052,7.9604,10.8164,6.6615,7.3304,7.5361,10.1673,7.5632,9.2669,9.2634,8.1467,9.1055,8.5936,8.4844,6.7203,7.3372,7.9196,12.084,9.6885,9.2169,9.7439,13.5853,11.5855,7.5336,7.2009,7.149,8.7805,10.8636,13.6994,13.4116,8.9376,7.4023
E09801,9.9284,6.048,7.9157,7.3458,8.5808,8.7874,6.7789,6.3671,6.7537,8.715,11.408,6.3098,6.9811,6.9663,10.5554,7.0691,9.0714,9.9326,8.6545,8.8756,8.0508,9.4121,6.6644,7.8202,7.8544,11.7737,10.4328,8.0436,8.4279,9.3851,8.7412,7.0528,9.0556,7.069,5.0053,6.4604,11.0103,11.9064,7.9457,7.0527
E09802,8.7853,6.388,7.712,7.2867,6.2358,8.9775,6.8469,5.6905,6.8278,8.6255,11.384,6.6564,7.6518,7.6511,10.1993,7.6089,8.6921,9.1964,8.4513,9.1877,9.388,9.0256,6.638,5.742,10.6178,9.1498,10.2965,8.9626,11.02,11.0354,13.0019,8.4038,7.4298,7.1785,6.3287,7.4569,11.4758,12.0562,8.2206,6.8503
E09804,9.6672,6.1729,7.4642,7.3659,8.4777,8.2248,7.0316,6.0148,6.69,8.3644,10.7078,6.3255,7.0204,8.4279,11.1524,7.6852,8.7701,9.6767,8.1989,9.0442,8.6016,8.9499,6.7377,6.851,10.8078,8.2291,9.9359,9.1122,7.8403,6.1836,8.2838,7.1403,8.4628,9.1435,4.8931,6.9568,7.7228,9.6899,5.539,6.5841
E09810,9.4376,6.1058,7.2229,7.2513,8.4928,8.6951,6.7153,6.016,6.5824,8.396,10.5851,6.823,6.8501,8.2676,10.1449,7.5039,9.0287,9.7931,8.1515,9.59,8.7478,8.7185,6.8102,6.4018,9.6091,12.9921,9.6761,9.7375,9.3045,12.1468,11.2947,7.9919,8.1652,7.5802,7.9002,7.5068,11.7087,12.9613,8.936,7.1146
E09818,8.5753,6.1141,7.191,6.9457,6.8202,7.907,6.9563,7.2034,6.7473,7.6178,9.766,6.3409,7.7638,7.7973,10.7787,7.7012,7.8682,9.3639,7.6707,9.9002,8.1389,8.2821,6.8481,7.0625,9.5199,7.3955,9.9,8.448,7.161,7.5224,8.3615,6.849,8.0396,8.4739,4.9308,7.519,8.1727,10.6221,6.2024,6.1561
E09819,9.617,6.1174,7.5487,7.3631,8.4199,8.8999,6.9107,7.4771,6.5224,8.1462,11.0799,5.7372,7.1336,6.7218,10.046,7.5834,8.0171,10.5241,8.1257,9.4913,8.2709,9.8443,6.7267,7.3553,8.2259,12.8095,11.4024,9.062,8.2904,11.0028,8.6986,6.9048,8.4015,7.0147,4.7391,7.0248,10.9458,11.4404,8.8583,7.2747
E09826,10.2658,6.0081,7.1973,7.1908,7.8405,8.6697,8.6299,7.7479,7.7934,8.1162,12.7958,6.9544,7.3071,7.4468,10.4529,7.2634,8.1505,9.9055,8.0288,9.015,9.1062,8.2731,6.7741,6.6669,9.1053,11.3154,9.8632,9.1188,9.3267,11.7022,8.2386,7.3401,7.3716,7.4838,7.2045,7.1188,11.7914,11.9381,8.704,6.9441
E09832,10.2452,6.4593,6.7565,7.3485,8.3547,8.3494,6.9978,5.8857,6.9139,8.0337,10.4,7.001,7.6443,6.9456,9.7527,7.4152,8.6524,9.3513,7.9611,9.6317,7.972,8.6074,6.9497,6.8122,9.6411,10.5274,10.0629,9.4949,9.1887,13.619,12.7827,7.4044,7.8254,7.3621,6.976,9.4232,12.3599,12.371,8.9858,6.9168
E09833,10.4816,6.2851,6.4647,7.3054,8.9601,8.4514,6.9761,5.9192,6.7998,8.2949,10.8027,7.1108,7.3368,6.7297,9.691,7.4178,8.9336,9.7109,8.1479,9.6076,8.3752,8.9538,6.9349,7.0238,10.1902,10.9705,10.6985,9.9203,9.8023,13.8421,13.0914,7.5994,7.7405,7.5866,7.4532,10.1355,12.5713,12.7397,9.2561,6.9884
E09846,8.8164,6.1091,6.5718,7.2518,6.598,7.7197,7.5938,6.3423,6.9072,7.6933,9.493,6.6088,7.4848,7.2586,10.4034,7.4737,7.6979,9.0022,7.6561,9.95,7.5157,7.8609,7.0349,7.4565,8.4197,8.3654,8.749,8.2258,7.2808,9.9989,8.6328,7.2655,7.8765,7.4897,5.5972,6.5069,9.4361,11.2421,6.5659,6.5815
E09847,9.1569,6.1034,6.9728,7.1996,8.9215,8.1775,6.8466,6.0254,6.798,8.252,10.2768,6.6164,7.4971,7.3226,10.82,7.525,8.9687,9.9563,8.2755,9.6826,8.563,8.6034,6.8247,6.6544,9.4881,9.5638,10.2862,9.3658,8.9333,12.8701,11.5394,6.9615,7.7593,7.954,5.0005,8.9514,12.2896,12.5229,8.5518,6.9549
E09852,8.5668,6.1127,6.5196,7.065,7.402,8.2351,7.0536,6.6289,8.0899,7.504,13.0277,6.6172,7.2041,6.5329,11.1728,7.7883,7.8767,9.312,8.5394,10.0171,8.2832,8.4307,6.8092,6.8909,8.0224,8.5983,9.4216,8.9694,6.7858,9.1511,8.3418,6.8489,7.9036,7.3551,4.9847,7.0994,9.8659,10.7957,6.8043,6.3369
E09855,7.9158,6.2366,7.4951,7.1288,8.339,8.7038,6.9578,5.6196,6.554,7.7387,10.844,6.4461,9.0826,7.7295,10.35,7.7291,9.1639,9.6121,7.6036,8.9831,8.6738,8.4128,6.7171,7.1345,10.7079,9.2839,10.0749,9.0922,8.059,10.9978,9.0473,9.1291,7.9207,8.4454,5.209,7.6723,11.1396,12.9259,7.5675,6.3695
E09858,8.5787,6.2263,6.9845,7.2058,6.5224,7.8484,6.9376,6.0923,6.5311,7.7911,8.8724,6.1387,7.9968,7.8043,10.7119,8.1547,7.4277,9.1504,7.9474,9.6751,7.6877,7.7511,6.8619,6.889,7.876,8.3708,8.5592,7.9685,7.2176,8.7464,8.6642,7.0988,7.7703,7.1221,5.5221,7.3903,9.0026,11.5019,6.574,6.2963
E09860,9.0189,6.3191,7.6806,7.5744,8.6689,8.0827,7.0599,6.9085,6.7795,8.4304,10.8085,6.2128,6.7163,7.7989,10.9428,7.5128,8.7942,9.8827,8.8981,9.0751,8.5393,9.398,6.7311,6.2588,11.5541,11.1319,10.6266,9.1051,8.3646,7.1059,8.3834,6.6404,8.3756,9.4519,4.6546,8.0589,8.2429,10.7035,6.4826,6.3452
E09867,9.6079,5.8786,7.3043,7.1278,8.1243,8.0375,6.8116,6.0953,6.5634,8.4475,10.6846,6.3064,6.8487,8.1768,10.1256,7.5964,9.0138,8.2825,8.3351,8.8291,8.8471,9.4167,6.7906,6.0792,10.854,9.1306,9.6832,8.9037,6.4559,6.6612,8.2544,6.987,8.8777,9.2303,5.1296,6.5925,8.096,9.4141,6.272,6.3106
E09892,8.9286,6.2889,6.9628,7.4311,8.3782,8.2431,6.846,7.0849,6.5509,8.4769,10.3826,6.1394,6.6803,7.6692,10.1047,7.3874,8.8022,10.0629,7.564,9.6848,8.7313,8.8891,6.7202,6.5448,11.0635,10.7488,10.9989,9.0693,8.7903,8.7053,7.964,7.2273,8.3737,8.7613,4.7568,8.1656,8.871,11.6646,7.353,7.0138
E09893,8.4662,6.2038,7.2044,7.3924,7.8152,7.9922,7.1242,6.0122,6.7948,8.4557,10.9884,5.6792,7.0413,7.9161,9.4093,7.112,8.071,8.0962,7.7501,8.968,7.96,8.6459,7.2616,6.565,10.2585,10.3263,9.8562,8.7004,8.2787,6.8983,10.5537,8.3276,8.621,7.873,6.5933,8.6239,10.1301,11.2906,6.6868,6.6085
E09907,8.4478,6.1943,7.8821,7.2849,8.5967,8.7959,8.1734,8.2457,6.5779,8.1608,11.0277,6.6227,7.8055,8.169,10.1968,7.3506,9.1203,9.3203,7.1056,9.5576,8.8938,8.3822,6.7414,6.4177,10.0303,12.818,9.8385,9.1942,10.447,12.8943,12.0548,8.2075,7.6646,7.8105,6.0483,10.9114,12.1507,12.613,8.5151,6.7545
E09917,8.183,6.4477,6.668,6.8122,9.2629,7.9201,6.8844,6.8735,6.9453,7.952,11.7003,6.4985,6.8575,6.4074,8.6023,6.6185,9.6233,9.8483,7.2247,10.0231,7.6653,9.4941,6.8332,7.8545,10.5848,10.735,10.526,9.5914,8.717,12.117,10.4866,8.258,7.7281,8.32,8.1932,10.055,13.9485,13.7654,7.513,7.2816
E09920,8.1542,6.3255,7.4193,7.3718,8.9491,8.6753,6.6885,5.6913,6.6082,8.11,10.8486,6.3413,9.145,7.807,10.2202,7.5161,9.1013,9.6629,7.6865,9.6811,8.3776,8.5314,6.6692,7.1108,10.5966,9.1661,9.7951,8.9355,8.1539,10.9115,9.2327,9.1744,8.174,8.6291,5.2403,7.61,11.1724,12.2939,7.6156,6.3871
E09921,8.1682,6.0174,7.0027,7.0258,6.682,7.9234,7.2145,6.2449,6.6916,7.5196,9.2719,6.4287,7.5746,7.553,10.6015,8.0288,7.6643,9.1382,8.3201,10.0122,8.022,7.8902,6.681,7.1039,9.3555,8.6536,8.7279,7.9343,7.2409,10.3159,7.6924,6.7685,7.5649,7.0269,4.9836,8.8058,9.5473,11.7641,7.0153,6.0116
E09930,8.0999,6.0275,7.4624,6.8157,7.0659,7.7265,6.845,6.4571,6.6033,7.4921,9.39,6.3086,7.4002,7.4594,10.8729,7.7874,8.2089,9.1451,8.6298,10.0329,8.033,7.8806,6.8557,7.0666,7.3177,9.593,8.7489,8.4572,7.6774,11.2898,8.6708,6.8984,7.2363,6.988,5.5263,8.8957,12.7424,12.2313,8.2834,6.8209
E09938,8.3615,6.7081,7.7895,7.1824,8.1693,7.9905,9.0016,6.5974,6.6754,7.7041,10.176,6.8591,8.0872,6.9982,9.015,7.5218,8.698,8.2981,7.4752,9.2437,8.5947,7.9352,6.8284,6.5982,7.0254,8.0059,8.1502,7.7088,9.8838,12.0315,10.6656,8.2053,6.9388,7.1781,9.0327,12.0437,13.272,13.2047,8.8446,7.1981
E09951,10.1302,6.2335,7.3036,7.5852,9.4868,8.8574,6.8661,5.7501,6.8164,8.3298,11.0405,6.9186,7.0276,6.958,9.4194,7.2388,9.3615,9.805,7.8041,9.6297,8.7276,9.4305,6.8003,6.821,9.9512,11.5889,10.7786,9.7324,9.3916,13.3461,12.4156,8.6445,7.7266,7.5271,8.4919,9.3756,13.2509,13.0207,8.934,7.1843
E09956,8.0636,6.0883,7.1275,7.0962,7.1588,8.1003,6.9258,5.993,6.757,7.8515,9.5344,6.4833,7.8209,7.531,10.8627,7.907,7.8881,9.3064,8.1035,9.628,8.5901,8.4804,6.7505,7.1739,9.8912,8.7837,8.4886,7.8382,7.0975,7.8587,8.2351,6.678,7.6115,7.1617,4.8025,8.1732,8.7266,11.1183,5.9249,6.5807
E09959,9.4976,6.1954,7.0026,7.352,7.7467,8.5551,7.0732,7.3883,6.66,8.0078,11.0586,6.325,6.8297,7.8242,10.551,7.0791,8.7953,9.6483,7.6755,9.8451,9.046,9.2219,6.6269,6.692,11.579,8.9211,10.344,9.6481,7.8042,11.0983,10.1436,7.9873,8.6515,9.5462,4.8315,7.6155,10.4797,11.8245,7.2123,6.0489
E09966,11.461,6.1312,6.8084,7.5393,8.9669,8.8042,6.8897,5.75,6.8556,8.3032,11.0753,7.6491,6.5142,7.9003,11.3295,7.5076,9.412,9.8217,8.2175,9.7293,9.0135,9.4391,6.897,6.8183,11.0742,12.2164,10.8774,9.5041,8.4792,12.0706,8.2001,8.1242,8.2385,7.8319,7.9822,7.7851,12.1605,11.8493,7.9734,7.17
E09967,8.0602,6.1409,7.0554,6.5101,9.4874,8.9076,6.7853,6.2422,6.7789,8.112,11.1594,6.9384,8.0992,7.0784,9.901,7.3255,9.256,9.3115,8.1998,9.5987,8.9551,8.5608,6.8935,6.9679,10.3094,11.2758,9.9688,9.8453,10.3106,13.6489,11.4186,8.3238,7.1675,7.7145,8.0931,10.8869,13.4685,12.6054,8.7459,7.0313
E09988,8.5939,6.4789,7.69,7.5862,9.5358,7.6139,10.2358,8.0901,6.8492,8.5775,11.7198,6.3269,6.7166,7.2173,10.0615,6.9674,7.9052,9.902,7.2554,9.5671,9.4505,9.5362,6.6177,7.0003,11.6636,9.622,10.8192,9.8813,8.7192,10.367,11.4715,9.894,8.3494,8.3885,4.7075,7.5622,10.4178,11.5606,7.5311,6.2802
E09997,8.3164,6.1795,6.6744,6.8117,6.1743,7.5442,7.393,6.2804,6.701,7.3514,8.9518,6.4612,7.187,7.972,10.8822,8.252,7.4779,9.489,8.4147,9.954,7.7105,7.4877,6.7226,6.7578,7.6969,7.393,8.1122,7.9949,6.9533,9.2556,8.5918,6.7402,7.6431,7.1006,5.1485,7.2858,9.0821,11.9037,6.5027,6.1862
E10001,8.3367,6.1149,7.293,7.3675,7.9061,7.9486,8.7564,7.2263,6.547,7.8525,11.5124,6.2838,6.4487,7.4515,8.8872,7.3603,8.3528,10.2558,7.6235,9.6245,9.3671,8.4744,6.733,7.5403,8.6024,11.5533,10.3958,9.3981,8.4098,6.7548,9.4992,10.4895,7.1429,7.5842,4.6662,7.4212,8.6164,12.5013,7.39,5.9415
E10002,8.0114,6.1675,6.7499,6.8401,7.3724,8.4771,6.781,5.8098,6.677,7.905,11.0209,6.3891,7.2956,6.7123,9.8506,7.3806,9.4522,9.8643,8.3017,9.9337,9.0466,8.9474,6.8278,6.4676,9.1388,11.5282,10.0278,9.8477,9.6676,13.2624,11.9331,8.2715,7.6849,8.4862,7.5702,10.417,12.9801,12.6714,9.0908,7.1035
E10013,10.1918,6.1409,7.1362,7.433,8.8254,8.213,6.7486,5.8127,6.6271,10.4723,10.7096,6.8656,7.238,7.1849,10.462,7.3035,9.7931,10.1939,8.0328,9.7297,9.0004,9.637,6.6913,6.7663,10.2106,10.6798,10.4086,9.3743,8.8558,12.5583,12.0155,8.7718,7.8132,8.1411,4.8073,8.4347,12.1896,12.9209,7.8966,6.6209
E10016,9.0123,6.2482,7.2037,6.939,8.1534,8.2872,6.9714,6.8162,6.682,8.0296,10.2592,6.6163,7.5199,6.9254,9.1347,7.1531,8.8352,9.7891,7.6644,9.6402,8.3986,8.072,6.7014,7.2952,8.9456,10.4282,9.7575,9.1112,9.1597,13.7337,10.3413,7.0545,6.6664,6.8899,7.4498,11.1671,13.7882,13.4668,9.452,6.9371
E10026,9.0225,6.3837,6.542,7.4557,8.5317,8.1802,6.9566,5.7742,6.7791,7.9475,10.501,6.2608,7.7189,6.6574,9.8168,6.8805,8.7187,10.5299,7.5878,9.6239,7.5922,8.9477,6.6871,6.9991,6.828,12.3313,11.0898,9.1499,9.3289,11.9748,9.8416,7.008,8.0987,7.6044,4.9838,8.74,11.2889,12.5429,9.0432,7.1999
E10031,7.6046,6.2405,7.4986,7.1813,8.9305,7.9364,7.4813,6.3729,9.794,7.9871,13.9204,7.2552,7.4064,6.8286,9.9168,6.8869,8.8062,9.6262,8.7766,9.8722,9.2556,9.3106,6.9788,6.4999,6.2698,10.5266,10.3905,9.3471,9.1217,11.6283,9.2539,7.7071,7.0901,7.0239,5.4494,8.7045,12.1168,12.4552,8.7169,6.9465
