Sample,EGFR,PDGFRA,PTEN,NF1,TP53,RB1,CDKN2A,CDKN2B,MDM2,MDM4,CDK4,CDK6,MET,PIK3CA,PIK3R1,PIK3CB,IDH1,IDH2,ATRX,CIC,FUBP1,NOTCH1,TERT,MGMT,OLIG2,GFAP,SOX2,NES,CD44,CHI3L1,VEGFA,MKI67,BCAN,DLL3,POSTN,SERPINE1,TIMP1,LGALS1,ANXA1,CASP8
GSM405367,5.8619,6.2514,7.0971,6.0921,7.7307,8.391,6.0713,5.7879,5.2087,8.8233,11.3301,6.4549,7.3953,7.0671,9.9213,7.2898,10.8219,8.8119,6.8427,8.3961,8.4852,8.3747,4.9923,5.6344,9.4253,12.8874,11.0225,7.7958,9.0338,12.6356,10.8535,8.1668,10.036,7.2196,5.2394,7.9184,12.2936,11.7891,8.0563,5.2201
GSM405368,5.6084,4.6742,7.6422,5.7099,6.1263,7.9116,4.522,4.5301,5.0066,7.4632,10.5283,5.1125,5.2004,7.4974,8.9157,7.0159,10.7314,8.462,6.8939,7.9707,8.48,7.7897,5.0365,6.2918,8.7413,12.2315,8.1549,7.42,7.7386,11.1401,9.4339,7.1209,9.2401,6.9263,3.8894,6.8019,10.3796,11.2597,7.2939,4.4638
GSM405369,9.78,4.268,7.441,6.235,7.6687,8.3637,4.2312,3.9584,5.3722,8.6984,10.6869,5.1872,5.5222,8.0917,11.9186,7.6402,10.938,8.4825,9.2349,8.0805,8.1523,7.0973,5.1262,5.3173,10.3164,10.9949,9.9881,8.056,7.2949,6.1782,11.6116,7.5752,10.1108,7.1824,4.5249,6.5925,9.1694,11.4995,5.6661,4.7065
GSM405370,5.5042,4.3877,7.9227,6.2731,7.6271,8.0235,4.6866,4.9876,5.4808,9.1529,10.8425,5.08,4.6262,8.372,10.9588,6.6665,10.9091,8.4252,9.2191,7.8573,7.4779,7.1211,5.248,7.0324,11.1638,9.6059,11.1666,8.5229,4.7075,4.3404,8.5222,7.6335,10.6911,7.3978,4.8997,6.0767,10.321,10.4965,6.324,4.716
GSM405371,11.2344,4.3597,7.2529,5.806,6.9915,8.1606,4.5497,4.4775,5.1194,10.8167,10.4662,5.6452,5.6796,6.6797,10.5789,7.1615,10.7946,8.9143,9.3087,8.0861,7.8819,7.5833,5.0637,5.6526,9.6815,12.2432,10.2261,9.5254,9.1127,13.2993,10.0891,6.6667,10.4157,6.4335,7.2163,8.1079,12.2086,12.8273,8.0431,5.8666
GSM405372,5.3688,5.7642,7.2116,5.8625,8.1142,8.1319,4.2953,4.4085,5.1128,8.5755,10.7968,5.2092,4.6594,7.2318,10.2043,6.596,11.4795,9.7444,7.6727,7.9462,8.8811,8.9394,4.9986,5.4318,9.694,10.6753,9.7881,7.6071,6.6175,9.2286,10.8371,8.6714,11.7191,7.25,6.387,7.1396,11.13,10.1951,6.3389,4.7627
GSM405373,6.1709,4.4253,7.0395,5.3553,7.3842,8.6378,4.7164,4.6837,5.0444,8.5885,10.3914,5.8419,5.8057,6.9459,9.7167,7.3784,10.8387,9.08,8.9428,7.8036,8.0103,7.4768,5.2407,7.3051,9.3912,11.209,9.986,9.746,8.8456,13.7017,12.6054,6.2203,9.7219,7.0974,7.8229,8.6023,12.5277,12.2844,8.19,6.3438
GSM405374,5.8985,4.4561,7.6979,5.0513,7.4837,8.4769,4.5707,4.455,5.837,7.9111,10.7095,6.225,6.6004,6.8338,8.5857,7.1511,11.0945,8.212,8.2266,7.9507,8.1335,7.1148,5.129,7.3222,6.9543,10.5722,8.7971,8.8996,10.1083,14.5616,11.741,6.9541,7.4183,5.7554,7.8242,11.0524,14.833,13.231,8.0549,5.7488
GSM405375,7.0477,4.5236,6.4012,5.2725,7.9271,7.2496,8.0205,5.0817,6.3286,8.6973,10.5625,5.1282,7.006,6.0976,9.3384,7.18,10.8072,9.0405,7.6117,8.2204,8.3084,7.4733,5.1888,7.034,5.631,10.6175,9.1426,8.0871,10.9345,14.6128,13.0005,6.9895,7.6061,5.739,6.7032,10.7769,13.828,13.4829,8.2458,5.7461
GSM405376,7.5689,4.5931,6.9917,5.6186,6.7812,7.7167,4.5049,5.0485,5.2621,8.1023,10.0981,5.3408,5.4891,7.0326,10.7529,7.1481,10.0521,8.4893,8.9609,8.1462,8.166,7.4505,5.115,6.8669,8.2742,11.3038,9.7586,8.4725,7.858,11.9542,10.3232,6.3654,9.2752,6.1743,5.2292,7.5885,11.985,12.4165,8.5068,4.8052
GSM405377,6.7654,4.3151,6.8506,5.8214,7.4782,8.419,4.7218,4.2875,5.4512,8.3385,10.3715,4.905,6.1218,7.7016,10.567,7.8582,11.1834,9.9992,8.6452,7.6377,8.2399,7.4653,5.1977,6.1951,9.3724,9.9464,9.6593,7.8447,7.4435,13.9734,10.3449,6.5236,9.3737,5.6847,4.9806,8.0924,12.2808,12.6474,8.2491,6.4731
GSM405378,5.785,4.5246,7.3,5.343,6.8951,7.3304,5.869,4.6795,4.9361,7.8335,10.3534,4.903,5.4813,6.7812,8.0254,7.2386,10.3871,8.9556,8.2619,8.3091,8.3538,7.1979,5.24,6.9882,8.4978,9.5795,7.6688,7.2459,4.9997,8.8546,7.4389,6.0141,9.4144,6.3033,3.8139,4.9221,9.1672,11.5658,5.8781,4.2659
GSM405379,6.3504,4.6772,7.2101,5.4831,6.6709,8.0086,4.4361,5.2061,5.3514,7.7438,10.7399,4.9522,5.121,7.1808,10.3349,7.2804,11.1122,9.1181,8.4924,7.9563,7.7225,7.3205,5.0576,6.4415,9.558,9.5704,9.4011,8.6835,7.7497,12.8589,7.6745,7.5311,9.9854,8.0036,5.2081,6.4108,11.828,12.7675,7.8025,4.7735
GSM405380,7.925,4.5047,7.4718,6.0201,8.1039,8.2121,5.2356,4.4623,5.2905,8.6219,11.206,5.6936,5.2801,8.4119,10.6047,7.3481,10.8767,8.7103,9.7039,8.6568,6.3459,7.3976,5.4116,5.8456,11.1223,13.2389,10.8318,8.9038,9.2156,6.7093,9.9897,7.6817,10.3603,8.4766,5.1574,6.8896,9.7108,12.4656,6.394,4.9635
GSM405381,7.3823,4.7674,7.184,5.6192,6.1343,8.0438,5.6971,6.0874,5.1014,8.5684,10.2861,4.8383,5.1123,7.5401,10.1806,7.3057,10.479,9.7203,8.9712,8.0892,8.298,7.7313,5.0321,7.0303,9.9674,12.0252,10.2264,8.1205,7.5632,7.0119,9.4312,5.3263,10.7625,7.7555,3.7776,5.6709,9.6397,11.3024,6.3278,5.1983
GSM405382,6.0484,5.1882,7.3298,6.1162,7.099,7.6281,5.7222,4.254,5.3447,8.7719,11.7435,5.0268,4.6657,8.3124,10.2595,6.6535,10.5532,8.01,8.7938,8.3484,8.1694,8.1579,5.5062,5.3679,10.2362,10.0437,9.334,7.4409,4.706,7.792,9.4989,8.9162,11.2173,7.758,3.615,5.5089,9.569,11.3712,6.0279,4.6653
GSM405383,4.8508,5.1488,8.1865,5.4165,6.5114,8.287,4.649,4.245,5.2807,7.7849,11.1143,6.0619,7.7296,7.4114,8.457,6.4976,11.0431,8.8813,6.5929,8.2021,7.6598,7.5401,5.1622,6.79,9.3969,12.4942,9.6916,8.1793,9.3061,10.1922,7.1104,6.985,8.4708,6.768,7.7547,7.6797,12.3042,12.9244,6.6118,5.0549
GSM405384,6.1636,4.865,7.4933,5.0833,6.8807,8.3036,4.4706,4.2395,5.9402,8.3477,10.5765,6.5433,6.2609,7.3222,9.0549,6.9708,11.2871,7.3988,8.3939,8.3172,7.5199,7.5114,5.0943,5.8195,7.2584,8.8539,8.9609,9.7224,8.8527,14.4916,12.8131,7.3501,6.781,5.4123,9.9547,9.872,13.88,13.6402,8.3882,4.911
GSM405385,7.7703,6.7602,6.3773,6.0104,8.4778,8.4052,4.7329,4.3614,4.5355,8.8701,10.9275,5.9294,4.8306,6.583,10.3428,7.4579,10.1195,9.2896,8.2395,8.0602,8.3429,8.1207,5.6436,6.2728,10.2118,12.4307,10.6454,8.7184,9.9464,10.1402,11.045,6.7121,12.0604,8.0079,5.2769,6.5846,9.7685,11.6763,7.9813,5.5786
GSM405386,7.6997,4.9849,7.2549,6.0943,7.0041,7.8564,4.7362,6.7453,5.4251,8.9132,10.8433,4.7567,5.1007,8.2652,11.8263,7.9209,10.3794,7.6855,9.3924,7.5335,7.8989,7.7209,4.9872,5.5343,11.0098,7.2079,10.3635,8.3178,5.7995,6.1351,8.5604,6.6624,12.3546,7.6442,4.0535,5.2907,8.9682,10.1936,5.6215,4.8399
GSM405387,7.7556,4.65,7.4212,5.5689,7.1274,8.0378,5.3185,5.7243,5.1385,9.0127,11.3329,4.8482,4.7301,9.1445,12.3115,7.2395,10.6148,7.9424,6.9948,8.1028,8.8245,8.3933,5.0675,5.4254,10.6601,9.958,10.4552,8.349,5.0076,4.717,7.6279,5.606,11.2709,7.5968,4.2883,4.7796,8.2672,9.2773,5.615,4.3957
GSM405388,11.6913,4.4205,6.8699,5.9658,5.0383,7.5387,8.6141,6.8415,5.5283,8.2521,10.4191,5.2272,5.3268,8.2153,10.8713,7.2506,11.3754,9.4169,7.9392,8.1479,7.4744,7.56,5.3518,7.2287,8.0079,10.9598,10.471,7.9675,7.5127,11.2168,11.8754,6.7691,9.4183,5.8002,6.8108,7.4567,11.6703,11.7434,8.1129,4.9885
GSM405389,5.3657,4.2304,7.1739,6.0556,7.662,6.6719,4.9441,4.5675,5.2405,8.7516,10.7015,6.861,4.4217,8.6362,6.9521,8.2888,9.8239,7.9118,8.8925,8.9303,8.7698,6.5821,5.6177,8.1945,4.8697,4.7407,5.0726,5.7678,10.6439,8.5414,10.311,7.2214,6.3544,6.0551,5.042,5.1039,13.6083,12.2856,6.5362,6.7075
GSM405390,11.3498,4.1759,7.6017,5.7206,6.3144,8.3497,4.4342,6.088,5.1192,8.8986,10.7486,5.3435,5.1324,7.2067,10.4648,7.2039,10.9403,8.0832,7.3555,8.4697,7.8767,7.359,5.1633,6.3719,7.8927,11.9987,9.6003,8.9527,7.5167,12.7457,11.0692,5.7413,9.7352,6.2196,5.0488,7.7995,12.0989,11.8489,7.7861,4.8945
GSM405391,9.8875,4.2912,6.6337,5.5718,7.776,8.7069,4.5527,4.1267,6.0558,8.7673,10.4601,7.0328,6.1098,6.957,10.0766,7.6957,11.1123,8.5487,9.2592,7.9711,8.2059,7.7078,5.0142,6.6211,9.0888,10.9486,10.1788,10.9957,9.5037,13.8759,11.6853,6.5179,9.8839,5.7209,7.8131,9.7036,12.97,12.938,8.6754,6.8029
GSM405392,5.7549,4.6401,6.6155,5.8351,7.2108,6.8399,9.6744,7.1057,5.1008,8.8617,11.5757,5.0375,5.3265,7.0252,8.9473,6.6571,11.1657,9.5892,8.6659,8.4378,8.7733,8.0437,5.1362,7.2206,10.0037,10.1673,10.3113,9.7822,8.173,13.4702,11.4199,7.9684,10.0175,6.1609,5.4868,8.6354,12.4809,13.03,8.8826,5.6136
GSM405393,11.5689,4.3122,7.5264,5.7902,7.3544,8.0137,4.6464,4.0317,5.7106,8.2128,11.0082,6.0191,5.9953,7.2728,9.669,6.7692,12.021,9.0524,8.9082,8.3191,8.3522,7.115,5.0594,5.7041,6.9534,11.615,8.9475,8.6427,9.5394,14.2201,11.3182,7.162,9.4939,6.9535,5.8122,7.2322,12.4735,13.1097,8.6855,5.057
GSM405394,7.108,4.3519,7.1543,5.9044,6.8409,7.9585,5.1851,5.8876,5.4164,9.1254,10.0743,4.9271,5.029,7.5693,10.0627,7.2922,10.3088,9.4391,8.3651,7.9388,7.953,7.8737,5.1673,7.2178,9.9579,9.6984,9.1466,7.9003,6.9478,7.1082,6.8,5.1735,10.6515,8.2815,3.67,5.3155,8.3879,11.3366,6.3518,5.0893
GSM405395,7.4637,5.2532,6.9009,6.1246,7.1068,7.9141,4.7628,4.5581,5.1637,8.9104,10.5626,5.0999,4.5729,8.3375,11.5543,7.5435,10.9171,8.2722,9.4988,7.5073,8.7981,7.7872,5.1931,6.2396,10.9739,10.2764,10.7204,7.7363,4.9051,4.9792,6.99,5.8807,10.7318,7.892,3.7565,4.9776,6.4671,9.9138,5.0102,4.664
GSM405396,6.1882,4.5605,7.7543,5.1851,8.1556,8.6052,4.6352,6.0278,5.3685,8.6905,10.7395,5.5759,5.3607,6.7871,9.1775,6.9631,11.2284,8.6333,8.4066,8.1007,8.1637,7.6977,5.2237,7.4949,9.3737,9.9583,8.7375,9.8188,6.5669,10.112,10.4225,8.4174,10.0289,6.7774,6.234,8.9803,13.4585,12.9961,7.8085,5.8372
GSM405397,5.3563,5.7706,7.1819,5.3604,6.8105,7.9239,4.4704,4.4345,5.3152,8.1605,10.4133,5.072,6.2258,7.4477,8.7036,6.9024,10.7078,9.1316,7.5806,8.3772,8.2964,7.5321,5.2336,6.9402,7.9276,11.1395,8.4207,8.3456,8.0164,10.7776,9.2996,6.5329,9.6597,6.7111,6.9314,7.5721,12.2154,13.1626,7.5541,4.7435
GSM405399,11.6733,4.3722,7.0364,5.5282,6.6848,8.2045,9.1528,6.9124,5.5612,9.1482,10.6609,10.8074,4.5951,8.151,10.2215,6.8102,11.4074,8.0476,7.7905,8.4345,8.1701,8.1774,6.3109,5.6016,9.3805,10.6083,9.9949,9.1772,6.1149,10.7865,9.847,6.6324,10.8473,6.7605,7.7136,7.259,12.1138,12.5104,7.3745,4.8014
GSM405400,5.5414,6.0466,7.7507,6.2712,5.0156,7.8889,5.0758,5.1057,5.3998,8.9822,13.4413,5.8903,5.6533,8.0407,9.1795,6.6861,10.9078,8.8658,8.5465,8.8881,8.6744,8.1099,5.0999,5.6514,8.9251,12.8918,9.2278,8.5225,8.2864,9.4222,9.4101,6.3576,9.3447,6.7785,4.758,7.2569,13.3584,12.8126,7.8942,5.2439
GSM405401,6.1911,8.6917,7.4839,6.4085,6.1649,8.2694,5.9731,5.9023,5.4546,9.7221,10.2293,5.6277,6.1733,7.9099,9.5501,7.306,10.5058,9.3325,8.7231,8.4782,9.2602,8.1216,5.2297,6.609,9.7827,10.6364,10.5556,7.9152,6.2607,7.0012,6.9574,5.7174,11.3179,7.3045,4.371,6.0968,7.8221,10.1613,6.4896,5.4709
GSM405402,5.7589,5.9372,7.433,6.4824,6.5307,8.3649,6.9876,6.7963,5.7446,8.8483,10.2457,5.7829,6.3915,7.97,11.1661,7.0562,10.7747,9.5004,9.3316,8.6618,8.1409,7.6124,5.1298,7.6284,9.8297,12.5657,9.5801,7.6341,8.2529,12.466,7.357,5.2575,9.9135,6.7689,6.5591,7.3306,12.0029,11.5965,7.6793,5.5104
GSM405403,6.036,5.2916,8.4767,5.7439,7.0226,8.3049,6.3849,5.6659,6.1499,7.6605,10.752,5.8438,6.245,8.0192,8.433,6.852,11.3888,7.975,7.9798,8.6298,8.4507,7.4152,5.2377,7.8521,6.0121,11.9695,7.3902,8.3067,8.7826,14.1915,6.6526,6.3215,7.5524,6.2994,8.6016,9.9533,14.1032,13.2585,8.6203,5.5407
GSM405404,6.762,5.2299,8.4942,6.6702,7.0427,8.2885,5.3935,5.6744,5.3229,8.1449,10.5143,5.9159,5.5754,7.3596,9.2546,6.8919,10.7096,7.3845,8.8556,8.4113,8.2918,7.7667,5.5653,6.4588,10.6763,6.09,10.4717,8.5817,6.4999,5.7146,8.7198,6.3188,10.8273,8.1308,5.4604,11.9854,12.8969,12.1614,8.2816,5.761
GSM405405,11.6094,5.1068,7.5754,6.1809,6.5416,8.0751,5.141,5.3125,5.7783,8.7817,10.692,6.525,5.7435,7.7005,10.1195,7.3211,11.3013,8.8424,9.1423,8.7878,8.3339,7.7607,5.2235,6.3278,8.5924,12.3726,9.9382,10.0856,7.9609,11.4418,11.2628,7.3111,9.3508,6.8483,8.6718,8.131,13.3328,12.5406,8.4312,5.3575
GSM405406,8.2959,5.3575,7.2182,6.5346,6.4463,7.1528,5.9257,6.1673,5.1027,8.7803,9.9101,6.0613,5.0442,8.1448,11.7079,7.1299,9.9412,8.1672,9.0507,8.555,8.2631,7.1021,5.7594,5.6641,10.3277,10.9164,10.6412,8.9837,6.339,5.1825,9.3077,6.694,11.3148,7.7792,4.4079,6.2782,7.9757,12.0046,5.4223,5.1432
GSM405407,10.5665,4.8,7.8654,5.7789,6.2459,8.589,5.2464,5.6543,5.4738,8.4349,10.3007,6.0102,5.6364,8.1838,9.4553,7.0987,11.3829,8.5418,7.4323,8.3487,8.4137,7.6588,5.4772,7.2249,8.056,12.6435,7.4366,9.3242,7.4977,8.7074,8.2565,6.348,9.0078,6.8705,7.271,7.6144,13.1278,13.0322,8.6666,4.9999
GSM405408,8.0923,5.7069,7.2172,6.7934,6.5134,8.3504,5.6086,6.4602,5.1925,9.4716,9.8969,5.8682,4.9996,8.9326,11.9686,7.1859,10.754,9.1489,8.3314,8.5117,9.0519,8.468,5.299,5.2359,11.0082,11.3851,11.0613,8.4526,7.3716,4.8018,6.7348,5.7464,11.696,8.3507,4.3021,5.51,6.5724,9.8413,6.1079,5.1455
GSM405409,7.1604,5.4576,7.337,6.6665,6.5852,8.5991,5.3404,5.3929,5.7587,8.9798,10.2903,5.5924,5.4886,7.8846,10.8699,7.3082,10.1886,8.7673,9.6493,8.6562,8.4773,8.206,5.5135,6.5848,10.4524,9.4275,10.5563,9.1936,5.6645,8.5487,8.8572,6.2697,10.6957,7.7202,4.4563,6.1548,10.8875,11.2546,7.1959,5.5859
GSM405410,5.9588,5.3913,8.2697,6.0846,6.6089,8.1614,6.093,7.3353,5.4278,9.3671,10.975,5.9418,5.2055,8.2091,11.5595,7.2015,11.448,7.9006,8.6112,8.5897,8.9637,8.3912,5.6612,5.2592,9.3165,10.3614,9.2023,8.1783,6.5793,4.8233,8.0603,7.842,9.3808,7.4236,4.3556,6.6147,10.7197,11.4189,6.0126,4.9846
GSM405411,5.5161,8.5412,7.228,6.0086,6.7389,7.9106,7.6133,6.2409,5.7021,8.7108,11.3375,5.9967,5.515,7.7156,10.5129,6.9598,11.8688,9.1743,9.6417,8.6449,8.8263,7.976,5.1038,7.8147,9.6127,10.7828,9.6372,7.7415,6.4256,13.9318,7.1762,7.7174,9.3899,7.3292,4.5053,6.1993,12.2573,12.0663,6.9352,5.5642
GSM405412,6.0242,4.9482,7.8181,5.6796,6.5703,8.3132,4.9774,4.8084,5.4151,10.4504,10.8106,5.7046,5.8482,6.8972,9.7475,7.0642,10.9949,8.5865,8.6687,8.2685,8.8403,7.5245,5.2594,7.3487,6.4781,11.9155,7.634,9.0188,8.1479,10.7928,6.9864,6.9899,8.0433,6.5869,4.2564,5.9294,12.1325,12.7549,9.1618,5.2446
GSM405413,7.9896,5.3743,7.312,6.7242,7.5712,8.1396,6.2218,5.3797,5.2405,9.4572,11.126,6.4851,5.1391,8.2743,11.5858,6.443,11.2891,9.1008,8.1007,9.1225,8.7043,8.8231,5.3411,5.7398,11.9594,12.7824,11.5932,8.9076,7.107,5.0715,8.246,6.4935,12.7691,9.0647,4.4635,5.5906,8.8653,9.6382,6.415,5.1213
GSM405414,6.3678,4.9197,7.6321,6.8039,7.3732,9.0852,5.3388,5.7741,6.2626,8.5996,10.5317,5.6351,9.1821,8.1142,8.7282,7.3557,10.7059,6.3771,8.824,8.5111,8.8725,6.4277,5.4511,8.361,4.9061,5.5618,5.2003,6.4431,6.1577,4.6503,9.898,5.6549,6.7901,6.124,5.0414,5.693,13.5152,12.786,7.553,6.7736
GSM405415,5.9675,5.2214,8.0563,5.911,6.9011,8.1374,5.3597,6.1557,5.2581,7.8234,10.9893,5.4011,5.6511,7.1077,8.571,7.2071,11.2834,8.1766,7.1513,8.2901,8.2092,7.7913,5.6779,7.8572,7.2018,11.0283,6.8534,7.9885,8.4029,11.6465,10.5282,6.6816,7.4925,6.6635,8.0355,10.2684,13.6776,13.5684,8.6241,5.0911
GSM405416,6.9953,5.2275,7.6304,6.247,7.4888,8.5551,5.0979,4.9966,5.7885,9.7375,10.7862,6.7821,5.7205,7.5457,9.994,6.9811,11.1855,8.3652,9.1892,8.2345,8.7307,7.4258,5.0255,7.1213,7.7281,11.524,10.3748,10.2858,9.0519,14.7515,10.8698,6.2915,8.7535,5.9851,8.3839,8.6317,13.6003,13.1427,8.4605,6.4873
GSM405417,9.6204,5.3266,7.7503,5.8119,7.0046,7.8659,5.2581,5.0293,5.3994,6.9577,10.6471,6.6944,5.7026,7.4008,8.5012,7.15,11.8818,8.9773,8.6509,8.1941,8.0367,7.6924,5.5154,6.7668,8.5572,12.3459,7.399,10.2017,7.3689,12.1825,7.6426,7.3856,8.0378,6.7744,7.9662,7.3094,12.3052,13.1909,7.7092,5.0524
GSM405418,5.8436,5.9104,7.3111,6.6976,6.2132,7.7989,8.0853,6.9117,6.1799,8.9624,10.9707,5.3218,5.9217,9.0085,9.8573,7.1906,11.1517,8.3111,9.7459,8.364,8.587,8.3882,5.4385,5.9663,9.5411,8.3019,10.3956,7.954,8.7428,9.7468,10.4884,7.1025,11.0017,8.191,4.4947,7.3005,10.2915,10.8092,6.9697,5.1007
GSM405419,5.7512,5.1456,7.6894,6.199,6.6764,8.9288,6.4201,6.9586,5.6439,8.8718,10.6871,5.6683,6.1494,8.1015,9.7258,7.3427,10.8211,9.3684,6.7001,8.3382,8.9294,7.8875,5.2428,5.9908,9.5853,11.6914,9.5835,7.4604,9.2312,8.9597,10.229,7.3199,10.9716,6.8074,4.5414,8.2599,10.2405,12.0817,7.71,5.744
GSM405420,7.1574,5.1388,7.6612,6.3129,6.1814,7.6979,6.3982,4.7154,5.6548,7.4667,10.7461,6.6164,5.7621,7.7055,11.9282,7.1545,11.5327,8.6751,8.8913,8.3228,7.8831,7.5487,5.5199,6.1169,9.0263,13.2279,8.3803,8.5981,5.1527,4.7234,7.8794,6.8208,9.1841,6.9932,4.3825,5.8377,9.034,10.7048,5.8858,5.1297
GSM405421,5.8898,5.0958,7.4687,6.3986,7.4644,8.4415,7.8647,6.8372,5.4032,9.0202,10.2882,5.6659,6.1602,7.8712,9.4607,7.2984,10.9735,9.074,8.5097,8.6912,8.7176,7.8597,5.0271,6.9418,9.1349,14.166,10.6888,7.521,9.8642,12.3314,7.0066,5.0262,9.7583,7.2035,4.5624,7.0692,10.5478,11.9676,8.842,5.5902
GSM405422,8.6432,4.9052,7.5547,6.0964,9.1402,8.6548,5.0753,4.8838,5.2604,9.1608,10.6247,6.2776,6.4383,8.3331,10.0494,7.4728,11.3967,10.1033,8.7732,9.1257,8.7779,8.5551,5.3322,7.0913,10.7832,11.2459,11.2732,10.4494,8.0827,14.5093,11.6599,5.6377,11.6444,6.4756,4.2096,11.2631,13.9692,11.9607,8.908,5.7497
GSM405423,5.4784,5.2087,7.6947,6.2174,6.4864,8.4338,6.9072,7.0707,5.664,8.595,10.2547,5.7284,5.569,7.7546,9.2145,7.3793,10.776,9.3876,8.0202,9.059,8.2984,7.7336,5.2058,6.1169,7.9948,9.9219,8.0701,8.4185,9.1274,10.2414,8.8785,5.9207,8.7726,6.8082,4.3172,8.0593,10.0919,11.8727,8.2741,5.2486
GSM405424,6.1849,5.2489,7.3798,6.0853,6.7026,7.7581,5.6944,7.1272,5.6487,8.7387,10.4622,5.8027,4.8174,8.1731,10.215,7.2617,10.9745,10.1131,7.4798,9.1377,8.3516,8.3399,5.3452,6.1976,9.3746,11.454,10.5842,9.2848,7.7744,4.9037,7.0604,5.912,11.6895,8.2524,4.2729,5.0962,6.9023,9.7985,6.1192,4.9984
GSM405425,7.3205,5.1556,7.3513,6.8184,6.9237,8.3368,6.2042,6.7023,5.9752,8.8176,10.4839,5.66,4.9308,8.4028,10.5183,7.1312,10.9093,9.9568,9.4064,8.2453,7.7705,8.1664,5.3685,5.5153,9.1017,11.3687,10.0153,8.9691,6.4031,5.9514,7.1022,6.3382,10.4373,7.751,4.1455,4.9064,7.9253,12.095,6.0493,5.3187
GSM405426,6.4248,4.9126,7.2641,5.806,7.477,7.4433,9.3978,7.6233,5.8444,8.3195,10.9693,5.8995,5.537,7.2764,11.0762,7.5436,10.8168,9.8475,9.0958,9.0997,8.3107,8.3204,5.7931,6.3739,7.9697,11.752,10.6298,9.3695,9.1999,13.8604,11.1717,7.2064,9.2585,6.4624,5.5552,10.2574,13.2066,12.8509,8.7193,5.0425
GSM405427,8.5666,5.3703,7.5194,5.9957,7.2266,8.2072,5.393,4.7579,5.6582,8.3558,11.003,5.8273,5.3764,7.7382,10.5933,7.2172,11.4329,9.6784,9.4826,8.2996,8.6064,7.9231,5.289,6.0179,8.9102,10.6817,10.3008,9.8221,7.4684,13.5221,9.4276,6.849,10.937,7.4965,5.574,7.3942,11.7952,12.275,7.6577,4.9611
GSM405428,11.8934,4.9385,6.7409,6.0905,6.8549,8.7769,5.1216,4.925,5.9836,8.6648,10.3775,6.8032,6.4101,7.4749,9.3746,7.1446,10.5131,8.5783,8.6587,9.4404,8.3494,8.5474,5.4131,6.3129,7.42,11.2249,9.7831,8.7194,11.0919,14.7305,13.1865,5.6045,8.6039,6.1241,6.9222,11.6948,12.5378,13.0031,9.7264,5.1359
GSM405429,6.7729,4.8964,7.3881,6.5417,6.2928,8.5335,6.4642,5.2454,5.6049,8.9304,10.5219,5.4146,5.1726,8.2926,10.9064,8.0477,10.5479,8.8866,7.4743,8.739,8.4141,8.3758,5.1424,5.978,10.5263,11.4342,11.0586,8.9767,7.5739,5.0921,7.0744,5.6748,10.9353,8.5301,4.4146,5.7369,8.5831,10.0295,6.8497,4.9718
GSM405430,5.6764,5.4505,7.5539,5.9271,6.8581,8.4791,5.3727,5.3926,6.1805,8.061,10.4271,6.4192,5.8537,7.4852,9.5191,7.1732,11.6323,8.4857,8.7549,9.1555,8.0229,7.8608,5.3544,7.0365,7.3912,12.6256,8.8435,9.4641,8.7448,14.2546,9.7486,6.6679,8.3705,6.3183,8.9343,11.0082,13.8922,13.1778,8.4431,5.3191
GSM405431,5.7347,6.001,7.9455,6.1088,7.3546,7.7902,5.2245,4.9583,6.3417,9.3195,11.6982,6.3193,6.6289,7.6054,9.5325,6.887,10.7907,8.7456,9.6642,9.0996,8.8319,8.4195,5.2873,7.3215,9.438,8.5785,9.822,10.3444,6.3525,6.5717,9.1539,10.1603,10.0445,7.0449,9.5614,6.4808,12.8609,13.3815,7.794,4.9116
GSM405432,6.0277,5.1474,6.7361,5.869,6.2559,7.5141,4.9469,5.0314,6.1573,8.3469,10.7383,7.0682,6.8131,7.6526,9.3762,7.3051,11.5503,8.2163,9.1923,8.6004,8.4297,7.7883,5.5335,5.4669,6.9981,10.9461,9.5325,9.7522,10.5507,14.744,12.0914,6.8166,8.2374,6.8078,6.0949,11.2929,13.8505,13.7222,8.7143,5.161
GSM405433,7.7648,5.3701,7.1751,5.8698,6.5043,8.3211,7.0803,6.9821,5.7196,8.2921,10.4583,5.7056,5.1219,8.2375,10.8569,7.4664,10.3782,9.5533,7.2675,8.8797,8.7763,8.2167,5.432,6.9979,9.5133,9.0389,10.3036,6.7833,6.4321,5.3322,7.0632,6.0431,11.3168,8.4942,4.3857,5.7751,7.2791,10.5016,5.5951,5.1539
GSM405434,7.3171,7.9133,6.6641,6.2488,7.6502,7.5938,5.1177,8.36,5.7455,8.4653,11.0839,6.6085,5.7982,8.2384,10.0696,6.8878,10.9696,9.1379,8.5501,8.707,8.14,8.4413,5.6865,5.4376,8.6688,11.8773,10.8775,9.2715,9.0117,13.6942,13.0915,8.1086,10.6542,7.6606,5.1756,8.7359,12.0756,13.1363,8.2579,5.1164
GSM405435,7.3815,5.1913,6.6028,6.1518,6.5328,7.8379,5.3728,6.3809,5.6779,9.3422,10.6403,6.2633,6.4426,7.8298,10.7228,7.0685,10.2536,9.6506,7.8451,9.3243,8.6089,8.9812,5.4091,6.5799,8.9478,10.0835,10.6273,7.4037,6.1164,7.8865,7.2396,6.2813,12.1102,7.9742,4.4845,5.285,7.4906,11.3683,5.3808,5.3115
