Sample,EGFR,PDGFRA,PTEN,NF1,TP53,RB1,CDKN2A,CDKN2B,MDM2,MDM4,CDK4,CDK6,MET,PIK3CA,PIK3R1,PIK3CB,IDH1,IDH2,ATRX,CIC,FUBP1,NOTCH1,TERT,MGMT,OLIG2,GFAP,SOX2,NES,CD44,CHI3L1,VEGFA,MKI67,BCAN,DLL3,POSTN,SERPINE1,TIMP1,LGALS1,ANXA1,CASP8
GSM405436,9.1565,5.7998,7.3261,6.0601,7.6122,7.2786,7.4057,6.3136,5.5922,8.578,10.7802,5.7203,6.0416,7.4036,10.1529,7.3304,10.9995,9.3983,9.2815,8.9876,8.2801,8.0787,5.5393,7.02,8.3861,13.2003,10.5985,9.3412,7.9372,12.5299,11.0893,6.8061,10.9312,7.2696,7.2154,6.6318,12.0106,12.8016,8.0636,5.3336
GSM405437,7.8715,5.4702,7.1161,6.1792,5.9421,8.4484,6.5133,6.5144,5.566,8.5116,10.9799,5.0189,4.9628,8.9668,11.9616,7.7773,10.8895,8.5729,9.1389,8.1494,8.5044,8.25,5.3562,5.9002,11.2658,11.0357,10.5904,7.8374,6.9073,5.0444,6.806,5.5428,11.2227,7.4659,4.2797,5.6136,6.5966,10.1509,6.1679,5.0183
GSM405438,10.7577,4.7612,7.2196,6.0937,6.9276,7.2744,9.2903,7.7642,5.5847,8.7649,10.7773,5.6201,6.4542,7.129,9.8905,7.2896,11.5402,9.0077,9.0267,8.5643,8.4368,7.8591,5.5872,5.5517,7.8454,12.6397,9.8268,9.4125,9.4618,14.5424,13.122,7.3812,10.3011,6.7677,7.3439,8.5743,13.367,13.4146,8.3979,5.6886
GSM405439,8.1252,4.8849,7.6623,6.3423,5.6506,8.4217,6.3974,7.1309,5.2683,8.89,10.2586,5.4092,5.0379,8.4154,10.556,7.5966,10.7206,10.2707,7.4676,8.8549,8.7906,8.3942,5.4047,6.1744,10.5951,12.2677,11.5843,8.7327,8.4035,4.8811,7.0473,5.4249,11.4849,8.2972,4.3555,6.5883,7.1047,11.1004,6.4873,5.3535
GSM405440,10.5769,5.2332,7.6228,5.9579,7.9319,8.5525,5.1929,5.2549,6.0216,8.5713,10.6857,6.373,6.5951,7.8834,9.6751,7.2342,11.787,8.9293,8.4406,9.3627,8.0464,8.3245,5.5198,6.7371,8.1549,12.8732,9.8977,9.3344,9.7967,14.6322,12.1326,6.4895,9.9747,6.9207,8.342,10.0933,13.6621,13.4069,9.0396,5.8686
GSM405441,8.2316,5.2898,6.8881,6.5732,7.4791,8.3851,6.4252,5.9594,5.6354,8.0243,11.0515,5.3493,5.3058,8.8641,12.0486,7.1455,10.7452,9.083,9.3554,8.5432,8.2523,8.5867,5.5737,5.3394,11.7922,10.9959,10.8901,8.1671,6.0968,6.4102,7.4436,5.7762,12.3284,9.0782,4.3344,5.6789,6.6833,9.7067,6.4655,4.8796
GSM405442,6.1261,4.8954,7.7056,5.5389,6.9528,8.8198,5.084,5.02,6.5712,8.0643,10.4988,6.6403,6.5914,7.7431,9.5759,7.1753,11.3271,8.3872,8.8918,8.4008,8.4659,7.6788,5.3145,7.308,7.6582,10.9785,9.3661,9.7101,9.6955,14.1326,11.8941,6.2234,8.5581,7.0542,8.549,10.8169,14.127,13.8302,8.8742,6.0963
GSM405443,8.4345,4.7682,6.9262,6.1105,6.7886,8.0542,5.1658,4.9707,6.0801,8.7284,10.2817,5.8777,6.6652,7.1128,10.3414,7.3036,10.0898,8.7479,8.6884,9.0256,8.49,7.6521,5.3748,5.9818,7.0884,12.5686,10.26,8.784,10.9344,14.5022,12.7587,5.9773,8.7982,6.2449,5.8742,10.6704,12.52,12.2275,8.452,5.4238
GSM405444,7.1894,5.5087,7.2901,6.1244,5.9588,7.8939,5.5648,7.0314,5.6233,7.9863,10.2538,5.8835,5.5085,8.67,10.7586,7.3507,10.5507,9.6862,7.9919,8.8419,8.4244,8.1669,5.3647,6.2089,9.8022,11.7086,10.8603,8.7075,8.0049,6.7258,6.6997,6.1553,11.7167,7.9352,4.5106,7.7713,6.9157,9.8679,6.1917,4.8002
GSM405445,6.5285,4.9765,8.3003,6.146,7.9034,8.1032,6.4861,6.4369,5.7529,8.7675,11.1793,5.3985,5.9549,8.1199,10.9552,7.0133,11.5155,8.6401,9.0648,8.2811,8.5262,8.1338,5.4063,7.0897,9.4459,12.5179,10.1132,8.9973,8.6395,6.0259,10.7158,6.8717,10.7323,7.9773,7.8305,8.8685,12.9383,12.8814,7.8236,5.1186
GSM405446,6.9474,5.2302,7.0196,5.7586,7.6832,8.8732,5.0092,4.802,6.1186,7.4171,10.8394,6.2805,6.5876,7.0111,9.1975,7.5275,11.3461,9.3241,8.5581,8.6664,8.0497,7.7031,5.478,7.4467,8.6025,10.4706,10.4155,9.6094,10.2192,14.4009,12.0917,7.0415,9.9144,7.4317,4.88,11.1477,13.4875,13.5204,8.7676,5.3879
GSM405447,6.7026,4.732,6.8387,5.8923,7.0959,7.6524,9.3088,8.3268,4.9678,7.6615,10.6332,5.471,7.8166,6.896,9.3022,7.4879,11.1318,9.369,8.3765,8.8786,8.033,7.5016,5.4835,6.1503,5.2844,10.9412,10.1226,8.2603,11.1166,14.3001,12.547,6.2536,7.7006,6.1759,7.4178,12.0131,13.975,13.7026,9.4684,6.7697
GSM405448,6.4868,5.2624,7.144,5.6077,7.6929,8.6894,5.3272,4.7557,6.2295,7.0836,10.9285,6.0514,6.9207,7.3276,9.3577,6.6831,11.9847,8.7594,8.9085,8.8025,7.8251,7.3952,5.3971,6.5941,6.9557,9.4038,9.5764,10.0171,10.8209,14.9288,10.9684,7.0045,7.8006,6.5456,9.0311,11.2621,15.4425,14.092,9.2972,6.5866
GSM405449,6.6802,4.7064,7.368,6.8021,8.173,8.4677,5.4414,6.4648,5.6434,8.7731,11.3345,5.3192,6.0467,7.5041,11.1656,7.5445,11.259,9.2522,9.3653,8.4582,8.4663,8.6363,5.4342,6.0955,10.9016,11.7822,10.8203,8.608,9.9644,5.4565,9.0365,8.5073,11.5865,8.3073,7.9851,8.3957,12.2665,11.521,7.0963,5.8118
GSM405450,7.1172,5.1389,7.3824,6.5928,7.6272,8.7887,6.8618,6.9999,4.989,8.7363,10.227,5.9692,5.1098,7.5135,10.6526,7.4984,11.4555,9.305,8.0963,8.5226,8.5716,8.1364,5.2348,6.1581,11.039,12.7728,11.2984,9.0182,8.628,12.5621,7.8306,5.7967,11.8093,8.9068,4.2805,7.436,10.5454,11.2907,8.0428,6.0506
GSM405451,6.8277,5.1888,6.9921,6.4628,7.1856,8.0129,5.1832,5.3766,4.8563,8.3521,10.4605,6.1445,6.351,7.1258,10.4719,6.809,10.1521,9.3087,7.757,8.7094,8.3964,8.5618,5.7146,5.7727,10.5415,11.1767,10.3254,8.9059,7.3411,12.4346,8.5604,6.3734,11.981,8.897,4.5465,6.4371,11.3022,11.5265,7.2941,5.1409
GSM405452,6.7874,6.5271,7.3073,6.2593,7.3354,8.2883,8.289,6.3565,5.172,8.5147,14.0917,6.2676,6.6449,7.4802,10.7415,7.3857,11.0711,9.5896,9.6866,9.0509,8.6061,8.2837,5.4356,6.2991,10.6724,11.5175,10.9427,8.4249,9.2708,13.0019,12.5802,7.4019,10.2465,8.3462,4.5447,8.9081,11.9904,12.7175,8.1735,5.5922
GSM405453,8.5321,5.0694,7.0062,6.0571,7.2414,9.03,5.2966,4.7552,6.0301,8.5834,11.3174,6.1915,6.245,6.5312,10.4418,6.9102,12.0237,8.5264,9.1775,9.222,8.3566,8.3821,5.6319,6.5572,8.452,13.122,10.4143,9.8936,9.9911,14.5652,12.3789,7.2772,9.6781,7.5099,6.6362,7.9475,12.9796,13.5996,9.4019,5.6285
GSM405454,6.4689,5.1896,7.0152,6.2638,7.864,8.1114,5.2674,6.8663,5.8686,7.9576,11.5362,7.628,7.626,7.3333,9.4234,6.9503,10.7913,7.6755,7.5944,9.0405,8.2879,7.8226,5.5596,7.041,9.4667,8.5539,9.9024,9.5851,9.8459,13.8129,10.5542,6.6704,7.1799,6.585,9.2164,13.0386,14.2726,13.9145,9.8203,7.0062
GSM405455,8.802,4.8779,7.115,5.9774,7.7268,8.5943,5.3005,6.429,6.0678,8.3117,10.9025,5.8773,5.2237,6.7579,10.3377,7.5254,11.2388,9.1629,8.5505,8.7436,8.5905,9.0197,5.3954,6.8377,8.1158,12.9349,10.625,9.0502,8.6508,12.709,9.584,7.3303,10.7014,6.9801,7.4426,8.2109,13.0764,12.6482,8.7437,6.1024
GSM405457,7.3789,4.8363,7.2628,5.8326,6.8776,8.3852,5.4587,5.191,5.6084,7.8569,10.1995,6.0378,6.1059,7.4312,10.8049,7.1543,11.2394,8.7247,8.22,8.8114,7.9105,7.6141,5.5744,6.4549,7.577,9.9177,9.0477,8.4395,7.8483,12.0259,9.0659,5.8191,8.4887,6.6002,7.5157,9.1071,12.3275,12.848,8.1761,5.3108
GSM405458,11.6197,5.0517,7.3,6.2159,7.0269,7.4697,9.4113,7.169,9.0688,8.1557,10.6739,5.9119,5.1166,7.122,10.4095,7.1809,11.7132,9.2005,8.1568,8.7691,8.1611,8.2019,5.5443,6.2715,9.0942,11.7397,10.0215,10.3052,7.6558,13.7374,8.7624,6.3471,9.064,7.0582,4.4726,6.9789,12.284,12.1771,8.1942,5.2933
GSM405459,7.0218,4.9815,7.1263,5.7299,7.0052,8.4903,5.2737,5.4641,6.5307,8.0662,10.4598,6.4842,6.1327,7.4488,10.4822,7.1301,11.4994,8.7611,8.2971,8.4948,8.213,7.267,5.6222,6.7439,7.8373,11.4701,8.6924,8.6259,9.0196,14.6633,9.8378,5.4722,7.6756,6.0273,5.5894,9.1429,13.717,12.513,8.9005,5.3019
GSM405460,10.6035,5.0136,6.9077,5.9739,8.163,8.3971,8.2977,7.4788,9.5375,7.5129,14.8246,6.4699,5.5802,6.0396,11.0724,7.2646,11.3214,8.9491,9.0158,8.9787,8.0259,8.41,5.6826,6.6638,8.9923,12.5454,10.7723,10.6354,8.9459,12.5379,12.4154,8.006,9.4913,6.9832,7.1826,9.6398,13.3962,13.2603,8.6339,5.4305
GSM405461,5.9455,7.242,6.8124,5.9956,7.5951,8.6996,7.8287,5.4648,9.5647,8.0515,14.5892,5.9292,8.1333,6.8135,10.0245,7.0772,10.8349,8.5961,9.0257,8.8282,8.0148,8.0817,5.483,7.2278,10.1338,9.3937,9.7929,8.6984,7.1075,13.96,7.8721,7.5408,10.1491,7.8632,4.8959,7.7656,12.2874,12.0995,7.8523,5.0251
GSM405462,7.1716,4.9977,7.2717,6.6701,5.363,7.3448,5.4197,5.0953,5.0703,7.7621,8.9652,5.8393,8.0979,7.6828,10.5418,7.5432,8.9965,9.3493,8.6358,9.2319,8.1352,7.4017,5.7212,6.6127,9.3988,8.0173,8.8437,6.8365,5.2822,7.8232,7.7524,5.6492,9.4935,6.7366,4.4676,6.1585,9.1193,11.0074,6.4208,5.2675
GSM405463,7.1342,5.0968,7.9923,6.3245,7.7146,8.711,5.2608,4.8949,5.0025,7.587,11.5124,7.4702,8.478,7.8008,9.6873,6.913,11.4297,8.5382,7.7264,9.0508,7.9933,8.1663,5.3023,7.5705,6.4559,10.7962,9.9818,9.0424,11.6249,13.8515,11.4311,8.3158,7.5758,6.6815,8.1664,11.7223,13.8155,13.9877,9.5169,6.1576
GSM405464,7.4307,5.0135,6.8118,5.7633,7.1204,8.388,5.2099,4.9311,5.3825,10.4518,10.5105,5.8416,6.6508,7.288,10.3995,7.1826,10.879,9.5226,8.8101,9.153,8.1071,7.8306,5.5793,6.806,9.2055,11.9505,9.9256,9.183,8.6268,14.5014,9.3783,6.5296,10.0051,6.9074,5.7892,9.2141,12.6681,13.0053,8.477,5.5488
GSM405465,7.2443,4.9538,6.8766,6.3484,7.5038,8.5869,8.8054,6.246,9.2609,8.0224,14.4568,6.3165,5.9757,7.888,10.8653,6.8377,11.0746,9.6083,8.7615,8.5665,8.7652,7.7067,5.4711,6.2794,10.5285,12.7546,10.4749,9.0305,8.4951,12.9454,12.1781,7.955,10.9025,7.2724,5.1606,9.6704,12.5664,13.4963,8.4728,5.7776
GSM405466,11.0027,5.1951,7.2449,5.9345,6.0586,8.8948,5.1037,5.1469,5.3825,8.3692,11.4831,6.3475,5.6988,7.5861,9.739,6.5535,11.2367,9.0747,8.7525,8.6357,8.495,8.0666,5.3366,6.308,10.0867,10.6798,10.7774,9.2835,8.4693,11.7269,11.5284,7.2298,11.3748,7.4195,5.1941,6.4226,12.5884,13.6664,8.1807,6.2095
GSM405467,6.4311,4.7612,7.3656,6.541,7.347,8.1005,8.2401,5.6643,5.6257,8.9842,14.729,5.7803,5.3817,7.7977,9.4846,7.083,10.1443,9.9776,10.0409,9.1203,9.7467,6.6773,5.835,5.7055,5.7919,5.6091,9.9801,7.1745,5.4257,4.6725,9.4237,9.4522,6.9449,6.6315,4.7033,5.9057,8.5528,11.7733,5.3645,4.9499
GSM405469,9.7731,4.9091,6.8139,6.1797,7.2591,7.7963,5.8002,5.2432,5.593,8.5135,11.1849,5.8752,5.6714,8.264,12.2209,7.3337,10.5635,8.7897,8.2919,8.0851,8.2817,8.7134,5.3269,6.7064,12.1335,12.6392,11.0742,8.3026,6.5288,5.2049,7.9374,6.6875,11.254,8.1891,4.5111,5.7872,9.0214,10.4823,6.236,5.1882
GSM405470,7.8698,5.8745,7.9164,6.3973,6.9838,8.727,9.4815,7.3097,5.471,9.0025,13.7265,5.7728,6.2325,7.0746,10.5739,6.8334,10.9214,9.1461,8.2776,8.9258,8.5263,7.948,5.338,6.8665,11.6101,12.7841,10.5913,8.145,7.595,10.3715,9.6676,7.7431,11.135,8.5171,4.5148,7.3412,10.5562,12.4512,7.9382,5.5839
GSM405471,6.7678,5.2735,7.433,5.7942,7.3382,8.0255,5.1864,5.1594,5.9266,8.1083,11.3706,6.1086,7.6081,7.3645,9.6521,6.9842,11.015,8.583,7.0374,9.1399,8.7652,7.1631,5.6052,6.24,7.6023,12.3424,9.3286,8.6348,10.6729,14.9501,12.2772,6.6042,8.8918,6.7099,4.7781,10.665,14.006,13.7102,8.8136,5.498
GSM405472,8.4263,5.2705,7.6116,6.0643,7.1654,8.2249,9.3036,6.9918,5.6556,8.0891,13.6989,5.9958,6.6765,7.5601,11.1416,7.1089,11.094,8.8121,8.204,8.6781,8.0318,7.4757,5.2585,6.4575,10.3426,12.7816,10.4156,7.482,9.6105,10.7038,11.1275,6.9147,10.2992,7.4252,4.8825,8.5749,12.107,13.0451,8.4838,6.0333
GSM405473,10.8529,5.1008,7.6096,6.1795,6.6536,8.5918,5.0694,4.7785,5.5764,8.3306,10.6508,6.0634,5.6159,7.8514,10.2025,7.4031,10.8107,8.9054,7.9133,8.7829,7.4239,8.0835,5.361,7.4508,8.7371,13.7685,10.4565,9.1973,9.5475,13.2926,10.1324,6.4403,10.758,6.4418,7.7115,8.0129,13.0719,13.5391,9.0291,6.1143
GSM405474,10.7769,4.9186,6.9866,6.1013,6.8007,8.4253,5.0019,5.597,5.8967,12.0973,10.7233,6.5811,6.1518,7.1132,10.6447,7.1737,11.6904,9.2812,7.6173,8.8687,7.8988,8.0535,5.3991,7.7426,8.6572,12.2116,10.0128,8.9788,8.684,14.1188,11.5272,6.7892,10.2888,7.11,6.6113,7.8686,13.7047,13.2457,8.3174,5.8578
GSM405475,6.3906,5.8585,7.9247,6.4368,6.7705,8.8555,6.3929,5.0978,5.5632,9.0388,10.9486,6.2676,5.3484,7.7796,8.6741,6.9406,12.0207,9.5055,7.978,9.4528,8.7612,8.9874,10.2455,7.6669,12.3648,6.6735,10.4667,8.2462,5.0923,9.4137,8.1938,7.1182,10.8053,9.5681,4.3645,6.0434,9.7624,11.1809,7.9706,5.1425
GSM405476,11.2744,5.7354,7.0042,6.2854,7.4413,8.5478,5.1363,4.7907,5.8725,8.5976,11.2778,6.3686,5.2921,7.5685,9.8673,6.8023,11.3836,8.9346,7.8205,9.3573,7.9822,8.2053,5.5031,7.2218,9.7836,11.657,11.0985,9.3215,6.2293,7.446,9.0239,8.7929,11.8412,6.4498,8.0678,5.6767,12.7141,12.7976,6.9008,5.9255
GSM405477,6.5625,4.8803,7.208,6.1972,6.4405,7.7776,5.2737,4.9094,5.7709,8.5457,10.7416,5.7213,6.5068,6.8205,9.6548,6.8869,11.2163,9.5792,6.9315,9.6474,8.2953,8.0496,5.2627,7.2564,10.8536,10.766,9.9948,8.7467,7.8806,12.6017,11.7394,6.6305,10.7778,8.1688,4.4217,8.9601,13.098,13.2542,8.7894,5.3614
GSM405478,7.4364,4.9469,7.4577,6.1955,6.3974,7.9166,5.4056,5.9303,5.8531,8.3274,10.4232,5.6488,5.9082,7.3383,10.6214,7.027,10.925,8.9796,8.0781,8.265,7.4155,8.1708,5.2623,7.191,10.0953,10.2445,10.5389,7.8849,6.8,8.3517,8.5459,6.0598,11.4191,7.9351,4.4443,6.9853,11.0527,11.7459,7.3807,5.4011
GSM405479,11.3736,5.6154,7.6068,6.0311,7.1816,8.4996,5.2444,4.8515,5.7132,8.7076,11.216,5.7012,6.3694,6.9273,9.3874,6.7306,11.3973,9.2328,7.5455,9.4422,8.1666,8.2394,5.1519,6.6651,8.6151,12.0227,11.0473,8.8768,9.5768,13.3486,9.4432,6.7833,9.9619,6.8732,4.8286,9.9973,13.3027,13.5061,8.9683,6.1763
